button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n
B,L,"[3, 2]",1.0,1.0,0.6556329727172852,6.148223876953125,0.3844068313414171,,79.0
B,L,"[3, 1]",1.0,2.0,0.12848782539367676,1.6590569019317627,0.5265423225574275,13.0,80.0
B,L,"[3, 0]",0.0,2.0,0.21260380744934082,1.7512531280517578,0.5443763364523349,13.0,81.0
B,L,"[3, 0]",-1.0,2.0,0.07112503051757812,5.672615051269531,0.46708038679900327,13.0,82.0
B,L,"[3, 0]",0.0,2.0,0.4482381343841553,2.0120701789855957,0.5624759309392555,13.0,83.0
B,L,"[3, 0]",0.0,2.0,0.30068182945251465,1.9756479263305664,0.6714770919683138,13.0,84.0
,,"(3, 3)",,,,,,13.0,
B,L,"[3, 2]",1.0,1.0,0.5485420227050781,3.8903307914733887,0.362198349550764,,85.0
B,L,"[3, 1]",1.0,2.0,0.28598499298095703,1.6862318515777588,0.3986709565764439,14.0,86.0
B,L,"[3, 0]",0.0,2.0,0.30605316162109375,1.9003899097442627,0.58217282909548,14.0,87.0
Y,R,"[3, 1]",0.0,2.0,0.1860949993133545,1.784285068511963,0.5997169623205023,14.0,88.0
B,L,"[3, 0]",0.0,2.0,0.23900318145751953,1.7006468772888184,0.45054108367911944,14.0,89.0
B,L,"[3, 0]",0.0,2.0,0.2564408779144287,1.6720960140228271,0.4061003279294151,14.0,90.0
,,"(3, 3)",,,,,,14.0,
B,L,"[3, 2]",1.0,1.0,0.5888228416442871,3.8360788822174072,0.7251449430994155,,91.0
B,L,"[3, 1]",1.0,2.0,0.20792198181152344,1.6979961395263672,0.49016360666584896,15.0,92.0
B,L,"[3, 0]",0.0,2.0,0.23849081993103027,1.6371920108795166,0.3941443564251178,15.0,93.0
G,D,"[4, 0]",0.0,2.0,0.451153039932251,2.1097588539123535,0.6702617201676803,15.0,94.0
B,L,"[4, 0]",0.0,2.0,0.3342278003692627,1.771498203277588,0.4419197460920923,15.0,95.0
B,L,"[4, 0]",0.0,2.0,0.25275707244873047,1.7036640644073486,0.46221005900615736,15.0,96.0
,,"(3, 3)",,,,,,15.0,
B,L,"[3, 2]",1.0,1.0,0.7000980377197266,3.546802043914795,0.5091452895137167,,97.0
B,L,"[3, 1]",1.0,2.0,0.11584997177124023,1.5797080993652344,0.4555800704068058,16.0,98.0
R,U,"[2, 1]",1.0,3.0,0.6805019378662109,1.948127031326294,0.2704557965836061,16.0,99.0
R,U,"[1, 1]",-1.0,2.0,0.7657690048217773,2.4982571601867676,0.7184072040137965,16.0,100.0
B,L,"[1, 0]",0.0,2.0,0.20064210891723633,1.6864979267120361,0.488478620061369,16.0,101.0
B,L,"[1, 0]",0.0,2.0,0.17766594886779785,1.9255437850952148,0.7472460313779787,16.0,102.0
,,"(3, 3)",,,,,,16.0,
B,L,"[3, 2]",1.0,1.0,0.5227499008178711,3.6376078128814697,0.7183086079204131,,103.0
B,L,"[3, 1]",1.0,2.0,0.22200512886047363,1.9289090633392334,0.6971895498515915,17.0,104.0
R,U,"[2, 1]",1.0,3.0,0.2676401138305664,1.6248350143432617,0.33911888482361763,17.0,105.0
G,D,"[3, 1]",0.0,3.0,0.47504401206970215,1.850520133972168,0.3730664964138187,17.0,106.0
Y,R,"[3, 2]",0.0,3.0,0.9721720218658447,2.5491819381713867,0.5721184669822206,17.0,107.0
B,L,"[3, 1]",0.0,3.0,0.27612900733947754,1.8248498439788818,0.5468103870744825,17.0,108.0
,,"(3, 3)",,,,,,17.0,
B,L,"[3, 2]",1.0,1.0,0.9738550186157227,4.022329807281494,0.4860351348275745,,109.0
B,L,"[3, 1]",1.0,2.0,0.1772909164428711,1.6606080532073975,0.4797650904827646,18.0,110.0
R,U,"[2, 1]",1.0,3.0,0.25075602531433105,1.5568220615386963,0.2867477400079097,18.0,111.0
Y,R,"[2, 2]",-2.0,3.0,1.0047600269317627,2.5539798736572266,0.5073222405022053,18.0,112.0
Y,R,"[2, 3]",-1.0,2.0,0.23301291465759277,1.9240319728851318,0.6811306820332235,18.0,113.0
B,L,"[2, 2]",0.0,2.0,0.22297096252441406,1.767003059387207,0.5319400289261238,18.0,114.0
,,"(3, 3)",,,,,,18.0,
B,L,"[3, 2]",1.0,1.0,0.5920040607452393,3.4867990016937256,0.41867625007056636,,115.0
B,L,"[3, 1]",1.0,2.0,0.15265488624572754,1.4698729515075684,0.30529601735204565,19.0,116.0
R,U,"[2, 1]",1.0,3.0,0.4561779499053955,2.134415864944458,0.6727428259467004,19.0,117.0
Y,R,"[2, 2]",1.0,4.0,0.20306110382080078,1.5922510623931885,0.38197531356181647,19.0,118.0
G,D,"[3, 2]",0.0,4.0,0.49309587478637695,2.053496837615967,0.5522179243729499,19.0,119.0
Y,R,"[3, 3]",0.0,4.0,0.5029211044311523,1.8323688507080078,0.334875766218896,19.0,120.0
,,"(3, 3)",,,,,,19.0,
B,L,"[3, 2]",1.0,1.0,0.7940058708190918,4.188549995422363,0.306583086817863,,121.0
B,L,"[3, 1]",1.0,2.0,0.21738696098327637,1.5025599002838135,0.27598495165604914,20.0,122.0
R,U,"[2, 1]",1.0,3.0,0.3126189708709717,2.0159690380096436,0.7082731377801593,20.0,123.0
Y,R,"[2, 2]",1.0,4.0,0.4140341281890869,1.913248062133789,0.504946568688012,20.0,124.0
G,D,"[3, 2]",0.0,4.0,0.567410945892334,1.9541358947753906,0.37585967283113314,20.0,125.0
R,U,"[2, 2]",0.0,4.0,0.8225321769714355,2.5031771659851074,0.6789007904767831,20.0,126.0
,,"(3, 3)",,,,,,20.0,
B,L,"[3, 2]",1.0,1.0,0.7423238754272461,3.4784538745880127,0.2906956077604909,,127.0
B,L,"[3, 1]",1.0,2.0,0.28952503204345703,1.7318649291992188,0.43962002602047706,21.0,128.0
R,U,"[2, 1]",1.0,3.0,0.31197094917297363,1.9288949966430664,0.6182678531072551,21.0,129.0
Y,R,"[2, 2]",1.0,4.0,0.25881385803222656,1.5531909465789795,0.28848246867263355,21.0,130.0
Y,R,"[2, 3]",-1.0,3.0,0.34130120277404785,1.8839991092681885,0.5388404340694937,21.0,131.0
B,L,"[2, 2]",0.0,3.0,0.1645219326019287,1.5971112251281738,0.43624043236215704,21.0,132.0
,,"(3, 3)",,,,,,21.0,
B,L,"[3, 2]",1.0,1.0,0.7307031154632568,3.5844268798828125,0.5872934222538042,,133.0
B,L,"[3, 1]",1.0,2.0,0.177581787109375,1.614414930343628,0.435138696038879,22.0,134.0
R,U,"[2, 1]",1.0,3.0,0.30666208267211914,2.031294822692871,0.7162175872085466,22.0,135.0
Y,R,"[2, 2]",1.0,4.0,0.20262503623962402,1.8901028633117676,0.6731987064234404,22.0,136.0
R,U,"[1, 2]",1.0,5.0,0.3593602180480957,1.8836090564727783,0.5235496550363801,22.0,137.0
G,D,"[2, 2]",0.0,5.0,0.9720339775085449,2.7196199893951416,0.7428366012442711,22.0,138.0
,,"(3, 3)",,,,,,22.0,
B,L,"[3, 2]",1.0,1.0,0.7323019504547119,5.699649095535278,0.52639372392115,,139.0
B,L,"[3, 1]",1.0,2.0,0.254626989364624,1.575911045074463,0.319108064742723,23.0,140.0
R,U,"[2, 1]",1.0,3.0,0.3043479919433594,1.5934200286865234,0.27918796483991987,23.0,141.0
Y,R,"[2, 2]",1.0,4.0,0.2870519161224365,1.6149840354919434,0.3274918722460012,23.0,142.0
R,U,"[1, 2]",1.0,5.0,0.39746689796447754,1.8308560848236084,0.4416786238014778,23.0,143.0
R,U,"[0, 2]",0.0,5.0,0.6624751091003418,1.9194657802581787,0.26130120573786264,23.0,144.0
,,"(3, 3)",,,,,,23.0,
B,L,"[3, 2]",1.0,1.0,0.6901290416717529,3.678571939468384,0.6228416178482883,,145.0
B,L,"[3, 1]",1.0,2.0,0.19935393333435059,1.5652141571044922,0.3550006701657706,24.0,146.0
R,U,"[2, 1]",1.0,3.0,0.6837549209594727,2.023164987564087,0.3281718917148754,24.0,147.0
Y,R,"[2, 2]",1.0,4.0,0.43634915351867676,1.744232177734375,0.3058278052276343,24.0,148.0
R,U,"[1, 2]",1.0,5.0,0.42315101623535156,1.890902042388916,0.46314916996532646,24.0,149.0
G,D,"[2, 2]",0.0,5.0,0.26384687423706055,1.8379771709442139,0.5677867496497213,24.0,150.0
,,"(3, 3)",,,,,,24.0,
B,L,"[3, 2]",1.0,1.0,0.8190000057220459,4.277961015701294,0.6957291008547327,,151.0
B,L,"[3, 1]",1.0,2.0,0.23474478721618652,1.7982800006866455,0.5441006727243107,25.0,152.0
R,U,"[2, 1]",1.0,3.0,0.4390380382537842,1.9524331092834473,0.513250778856818,25.0,153.0
Y,R,"[2, 2]",1.0,4.0,0.2230510711669922,1.7377691268920898,0.5010684179666722,25.0,154.0
R,U,"[1, 2]",1.0,5.0,0.27185797691345215,1.9326319694519043,0.6503428944785683,25.0,155.0
Y,R,"[1, 3]",1.0,6.0,0.2396540641784668,1.683608055114746,0.4340922809382894,25.0,156.0
,,"(3, 3)",,,,,,25.0,
B,L,"[3, 2]",1.0,1.0,0.619286060333252,3.4436540603637695,0.2779661450899511,,157.0
B,L,"[3, 1]",1.0,2.0,0.2348330020904541,1.5962419509887695,0.35759705433506056,26.0,158.0
R,U,"[2, 1]",1.0,3.0,0.26682114601135254,1.547253131866455,0.27153326996700405,26.0,159.0
Y,R,"[2, 2]",1.0,4.0,0.24888300895690918,1.8653850555419922,0.6200735443756825,26.0,160.0
R,U,"[1, 2]",1.0,5.0,0.26636719703674316,1.6268761157989502,0.34736415795085634,26.0,161.0
Y,R,"[1, 3]",1.0,6.0,0.2392728328704834,1.9969940185546875,0.7438609232035676,26.0,162.0
,,"(3, 3)",,,,,,26.0,
B,L,"[3, 2]",1.0,1.0,0.5605411529541016,3.268660068511963,0.6458413230501503,,163.0
B,L,"[3, 1]",-1.0,1.0,0.07764983177185059,5.505579948425293,0.268776567267861,27.0,164.0
B,L,"[3, 0]",0.0,1.0,0.33176612854003906,1.7157330513000488,0.38420191595599873,27.0,165.0
R,U,"[2, 0]",0.0,1.0,0.572174072265625,1.9552619457244873,0.3729251804174953,27.0,166.0
Y,R,"[2, 1]",1.0,2.0,0.3601799011230469,1.9314210414886475,0.5708450840368455,27.0,167.0
B,L,"[2, 0]",0.0,2.0,0.5489940643310547,2.1299009323120117,0.5840202002829702,27.0,168.0
,,"(3, 3)",,,,,,27.0,
B,L,"[3, 2]",1.0,1.0,0.7684330940246582,4.602150917053223,0.4029905430341371,,169.0
B,L,"[3, 1]",1.0,2.0,0.48186588287353516,1.8979980945587158,0.4011219949366325,28.0,170.0
R,U,"[2, 1]",1.0,3.0,0.5098910331726074,2.08581805229187,0.5701438995050202,28.0,171.0
Y,R,"[2, 2]",1.0,4.0,0.43775081634521484,2.191542863845825,0.7448721705970305,28.0,172.0
R,U,"[1, 2]",1.0,5.0,0.21651601791381836,1.5797240734100342,0.35835510754005523,28.0,173.0
Y,R,"[1, 3]",1.0,6.0,0.41005706787109375,1.828603982925415,0.4202871779454531,28.0,174.0
,,"(3, 3)",,,,,,28.0,
B,L,"[3, 2]",1.0,1.0,0.6143889427185059,3.1551599502563477,0.5754345086233617,,175.0
B,L,"[3, 1]",1.0,2.0,0.2269749641418457,1.952820062637329,0.7281635222827181,29.0,176.0
R,U,"[2, 1]",1.0,3.0,0.2502758502960205,1.9828908443450928,0.7276516973956646,29.0,177.0
Y,R,"[2, 2]",1.0,4.0,0.24285411834716797,1.5354158878326416,0.2969851930792517,29.0,178.0
R,U,"[1, 2]",1.0,5.0,0.35092902183532715,1.9685821533203125,0.59865017544362,29.0,179.0
Y,R,"[1, 3]",1.0,6.0,0.22241902351379395,1.6804990768432617,0.4461375964724649,29.0,180.0
,,"(3, 3)",,,,,,29.0,
B,L,"[3, 2]",1.0,1.0,0.5786619186401367,2.9225869178771973,0.6350074170314051,,181.0
B,L,"[3, 1]",1.0,2.0,0.22873997688293457,1.5971710681915283,0.36570593456041994,30.0,182.0
R,U,"[2, 1]",1.0,3.0,0.4634130001068115,2.192831039428711,0.7249727351550246,30.0,183.0
Y,R,"[2, 2]",1.0,4.0,0.21930384635925293,1.899533987045288,0.6745749320382222,30.0,184.0
R,U,"[1, 2]",1.0,5.0,0.33419013023376465,1.8397791385650635,0.514697807002477,30.0,185.0
Y,R,"[1, 3]",1.0,6.0,0.24040007591247559,1.724586009979248,0.4725853201936685,30.0,186.0
,,"(3, 3)",,,,,,30.0,
B,L,"[3, 2]",1.0,1.0,0.3865478038787842,3.052212953567505,0.7078748786500639,,187.0
B,L,"[3, 1]",1.0,2.0,0.21798491477966309,1.7034668922424316,0.4781875199169363,31.0,188.0
R,U,"[2, 1]",1.0,3.0,0.2957651615142822,1.7577009201049805,0.46933396993642124,31.0,189.0
Y,R,"[2, 2]",1.0,4.0,0.10827517509460449,1.7592530250549316,0.6451475812928132,31.0,190.0
R,U,"[1, 2]",1.0,5.0,0.23023009300231934,1.8189830780029297,0.5974092335530794,31.0,191.0
Y,R,"[1, 3]",1.0,6.0,0.23499679565429688,1.5883779525756836,0.3361903551424905,31.0,192.0
,,"(3, 3)",,,,,,31.0,
B,L,"[3, 2]",1.0,1.0,0.3723630905151367,3.0845768451690674,0.537226485860631,,193.0
B,L,"[3, 1]",1.0,2.0,0.24045705795288086,1.868088960647583,0.622177302932526,32.0,194.0
R,U,"[2, 1]",1.0,3.0,0.26105499267578125,1.9323310852050781,0.6707922964110458,32.0,195.0
Y,R,"[2, 2]",1.0,4.0,0.1846911907196045,1.9359869956970215,0.7401263359139323,32.0,196.0
R,U,"[1, 2]",1.0,5.0,0.2314598560333252,1.8733601570129395,0.6470622121535452,32.0,197.0
Y,R,"[1, 3]",1.0,6.0,0.3039870262145996,2.0672459602355957,0.7475780631799065,32.0,198.0
,,"(3, 3)",,,,,,32.0,
B,L,"[3, 2]",1.0,1.0,0.5708150863647461,2.58872389793396,0.5200705062164229,,199.0
B,L,"[3, 1]",1.0,2.0,0.24779295921325684,1.84051513671875,0.5937625193743623,33.0,200.0
R,U,"[2, 1]",1.0,3.0,0.28911781311035156,1.5964279174804688,0.30728979465572687,33.0,201.0
Y,R,"[2, 2]",1.0,4.0,0.2642359733581543,1.8641409873962402,0.6043327675199697,33.0,202.0
R,U,"[1, 2]",1.0,5.0,0.24078583717346191,1.9487051963806152,0.7028602468155151,33.0,203.0
Y,R,"[1, 3]",1.0,6.0,0.23088693618774414,1.482206106185913,0.2525274979421137,33.0,204.0
,,"(3, 3)",,,,,,33.0,
B,L,"[3, 2]",1.0,1.0,0.5285890102386475,2.769505023956299,0.3052352946715259,,205.0
B,L,"[3, 1]",1.0,2.0,0.523522138595581,2.159198045730591,0.6306252025261545,34.0,206.0
R,U,"[2, 1]",1.0,3.0,0.29512906074523926,1.826045036315918,0.5234717919547311,34.0,207.0
Y,R,"[2, 2]",1.0,4.0,0.41861796379089355,2.018263101577759,0.5916485587541354,34.0,208.0
R,U,"[1, 2]",1.0,5.0,0.21726489067077637,1.4976069927215576,0.2730530724772031,34.0,209.0
Y,R,"[1, 3]",1.0,6.0,0.28906917572021484,1.8033068180084229,0.5095576402541102,34.0,210.0
,,"(3, 3)",,,,,,34.0,
B,L,"[3, 2]",1.0,1.0,0.38275694847106934,2.7014670372009277,0.39462740688492476,,211.0
B,L,"[3, 1]",1.0,2.0,0.21822810173034668,1.571357011795044,0.349441406382805,35.0,212.0
R,U,"[2, 1]",1.0,3.0,0.3347289562225342,1.964050054550171,0.613119978170205,35.0,213.0
Y,R,"[2, 2]",1.0,4.0,0.19127702713012695,1.5862278938293457,0.38304596072770103,35.0,214.0
R,U,"[1, 2]",1.0,5.0,0.2730720043182373,1.9740939140319824,0.6901919421069924,35.0,215.0
Y,R,"[1, 3]",1.0,6.0,0.2054297924041748,1.8157460689544678,0.6059703253457065,35.0,216.0
,,"(3, 3)",,,,,,35.0,
B,L,"[3, 2]",1.0,1.0,0.4608747959136963,3.461331844329834,0.5506925541074192,,217.0
B,L,"[3, 1]",1.0,2.0,0.2390880584716797,1.9494450092315674,0.7001517273386901,36.0,218.0
R,U,"[2, 1]",1.0,3.0,0.27316999435424805,1.6380119323730469,0.35517541435997113,36.0,219.0
Y,R,"[2, 2]",1.0,4.0,0.326915979385376,1.7498111724853516,0.4212120543143091,36.0,220.0
R,U,"[1, 2]",1.0,5.0,0.29795217514038086,1.6068689823150635,0.31178029713331185,36.0,221.0
Y,R,"[1, 3]",1.0,6.0,0.38107895851135254,2.041063070297241,0.669045766648525,36.0,222.0
,,"(3, 3)",,,,,,36.0,
B,L,"[3, 2]",1.0,1.0,0.4539530277252197,3.2422940731048584,0.4616956983121042,,223.0
B,L,"[3, 1]",1.0,2.0,0.2727510929107666,1.813297986984253,0.5416022294558225,37.0,224.0
R,U,"[2, 1]",1.0,3.0,0.3083200454711914,1.9476120471954346,0.6390828105520684,37.0,225.0
Y,R,"[2, 2]",1.0,4.0,0.2165071964263916,1.9113330841064453,0.6837384547349111,37.0,226.0
R,U,"[1, 2]",1.0,5.0,0.2391660213470459,1.9026360511779785,0.653253408366669,37.0,227.0
Y,R,"[1, 3]",1.0,6.0,0.22691011428833008,1.7674620151519775,0.5375420115257505,37.0,228.0
,,"(3, 3)",,,,,,37.0,
B,L,"[3, 2]",1.0,1.0,0.6143908500671387,3.444148063659668,0.5151698374623372,,229.0
B,L,"[3, 1]",1.0,2.0,0.2372288703918457,1.6015040874481201,0.3502320370418563,38.0,230.0
R,U,"[2, 1]",1.0,3.0,0.36331701278686523,2.062662124633789,0.6959002410649451,38.0,231.0
Y,R,"[2, 2]",-1.0,3.0,0.07841181755065918,5.744262933731079,0.5240501691792347,38.0,232.0
R,U,"[1, 2]",1.0,4.0,0.2336289882659912,1.9815969467163086,0.7384165433813392,38.0,233.0
Y,R,"[1, 3]",1.0,5.0,0.33539795875549316,2.0640928745269775,0.7191409489798535,38.0,234.0
,,"(3, 3)",,,,,,38.0,
B,L,"[3, 2]",1.0,1.0,0.504734992980957,3.09244704246521,0.3453062289177768,,235.0
B,L,"[3, 1]",1.0,2.0,0.4714210033416748,1.8260409832000732,0.35483262300067747,39.0,236.0
R,U,"[2, 1]",1.0,3.0,0.526216983795166,1.843019962310791,0.31438377830396713,39.0,237.0
Y,R,"[2, 2]",1.0,4.0,0.5692181587219238,1.944378137588501,0.3590241405129869,39.0,238.0
R,U,"[1, 2]",1.0,5.0,0.4790339469909668,2.0989298820495605,0.6243382415939687,39.0,239.0
Y,R,"[1, 3]",1.0,6.0,0.23318696022033691,1.7000300884246826,0.44125233360441735,39.0,240.0
,,"(3, 3)",,,,,,39.0,
