button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n
Y,R,"[3, 4]",-2.0,0.0,7.409587860107422,8.785992860794067,0.3373413616805519,0.0,1.0
Y,R,"[3, 5]",-1.0,-1.0,0.857457160949707,2.3724708557128906,0.49279458355672134,0.0,2.0
B,L,"[3, 4]",-2.0,-1.0,1.0916528701782227,2.406585931777954,0.2828781598156653,0.0,3.0
G,D,"[4, 4]",-1.0,-2.0,0.7261300086975098,2.234102964401245,0.5000206704007497,0.0,4.0
R,U,"[3, 4]",0.0,-2.0,0.4030280113220215,1.8755152225494385,0.45898935366044735,0.0,5.0
R,U,"[2, 4]",-1.0,-3.0,0.8936049938201904,2.1895198822021484,0.29877397945279516,0.0,6.0
,,"(3, 3)",,,,,,0.0,
Y,R,"[3, 4]",-1.0,-1.0,0.9337389469146729,6.0281970500946045,0.3438445505685654,,7.0
B,L,"[3, 3]",0.0,-1.0,0.23786497116088867,1.920922040939331,0.6810581009060765,1.0,8.0
G,D,"[4, 3]",-1.0,-2.0,0.18377399444580078,1.7651751041412354,0.5630717739584965,1.0,9.0
Y,R,"[4, 4]",-1.0,-3.0,0.2209920883178711,1.826098918914795,0.5891523257092951,1.0,10.0
B,L,"[4, 3]",0.0,-3.0,0.363415002822876,1.6922600269317627,0.3316367688752893,1.0,11.0
R,U,"[3, 3]",0.0,-3.0,0.28673410415649414,1.8905420303344727,0.6053926575861,1.0,12.0
,,"(3, 3)",,,,,,1.0,
G,D,"[4, 3]",-1.0,-1.0,0.7590880393981934,4.8808839321136475,0.30320639747825945,,13.0
G,D,"[5, 3]",-1.0,-1.0,0.02807903289794922,5.5775368213653564,0.43071583050807094,2.0,14.0
B,L,"[5, 2]",-1.0,-2.0,0.6943600177764893,2.0640969276428223,0.3616347864611276,2.0,15.0
G,D,"[6, 2]",0.0,-2.0,0.8479270935058594,2.4783411026000977,0.6396334318274399,2.0,16.0
R,U,"[5, 2]",0.0,-2.0,0.4946939945220947,1.9861140251159668,0.49257938387614286,2.0,17.0
Y,R,"[5, 3]",0.0,-2.0,0.3624241352081299,1.929697036743164,0.5721743855278466,2.0,18.0
,,"(3, 3)",,,,,,2.0,
G,D,"[4, 3]",-1.0,-1.0,0.9924178123474121,4.970931053161621,0.6763602477015056,,19.0
G,D,"[5, 3]",-1.0,-2.0,0.7087929248809814,2.03574800491333,0.3292565676944303,3.0,20.0
B,L,"[5, 2]",-1.0,-3.0,0.5235028266906738,2.1706788539886475,0.6496184925233148,3.0,21.0
