button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n
G,D,"[4, 3]",-2.0,0.0,2.602632999420166,4.043568134307861,0.4112009363116428,0.0,1.0
R,U,"[3, 3]",0.0,0.0,0.8799748420715332,2.1940720081329346,0.32196240970047163,0.0,2.0
R,U,"[2, 3]",-1.0,-1.0,0.8709609508514404,2.522169828414917,0.6439509937830796,0.0,3.0
B,L,"[2, 2]",1.0,0.0,0.8922119140625,2.155892848968506,0.2669345414594574,0.0,4.0
B,L,"[2, 1]",-2.0,0.0,1.0720489025115967,2.844193935394287,0.7438976157921751,0.0,5.0
Y,R,"[2, 2]",0.0,0.0,0.370574951171875,1.7023811340332031,0.3301416846846018,0.0,6.0
,,"(3, 3)",,,,,,0.0,
G,D,"[4, 3]",-1.0,-1.0,0.4742698669433594,7.84919810295105,0.6791048367334906,,7.0
G,D,"[5, 3]",-1.0,-2.0,0.46129488945007324,1.997398853302002,0.5433610679764862,1.0,8.0
B,L,"[5, 2]",-1.0,-3.0,0.522709846496582,1.9027009010314941,0.37965111473681884,1.0,9.0
B,L,"[5, 1]",-1.0,-4.0,0.6242020130157471,2.0067811012268066,0.36974103773247563,1.0,10.0
Y,R,"[5, 2]",0.0,-4.0,0.4693281650543213,2.0199790000915527,0.5396601180353044,1.0,11.0
R,U,"[4, 2]",-1.0,-5.0,0.3776869773864746,1.7062809467315674,0.3126713867872912,1.0,12.0
,,"(3, 3)",,,,,,1.0,
Y,R,"[3, 4]",-1.0,-1.0,0.6940920352935791,5.785124063491821,0.44778752641701824,,13.0
B,L,"[3, 3]",0.0,-1.0,0.3559079170227051,1.7945289611816406,0.42581990373959727,2.0,14.0
Y,R,"[3, 4]",0.0,-1.0,0.27805399894714355,1.7005128860473633,0.42631703423829115,2.0,15.0
Y,R,"[3, 5]",-1.0,-2.0,0.32573604583740234,1.9545788764953613,0.6305166636226871,2.0,16.0
B,L,"[3, 4]",0.0,-2.0,0.25029897689819336,1.895491123199463,0.6427175175758386,2.0,17.0
B,L,"[3, 3]",0.0,-2.0,0.647838830947876,2.0376579761505127,0.3975119073487967,2.0,18.0
,,"(3, 3)",,,,,,2.0,
G,D,"[4, 3]",-1.0,-1.0,0.7648658752441406,4.682265996932983,0.5962662395246301,,19.0
R,U,"[3, 3]",0.0,-1.0,0.24393010139465332,1.691180944442749,0.4376320879126609,3.0,20.0
