button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n
G,D,"[4, 3]",-2.0,0.0,1.5047659873962402,3.141808032989502,0.5924476203081612,0.0,1.0
Y,R,"[4, 4]",-1.0,-1.0,0.5596828460693359,1.941770076751709,0.36809707133614866,0.0,2.0
B,L,"[4, 3]",0.0,-1.0,0.7757790088653564,2.15032696723938,0.3684241934778926,0.0,3.0
B,L,"[4, 2]",-1.0,-2.0,0.42731308937072754,2.105504035949707,0.6569335392942801,0.0,4.0
R,U,"[3, 2]",1.0,-1.0,0.4033010005950928,1.9793150424957275,0.5695966452807459,0.0,5.0
R,U,"[2, 2]",1.0,0.0,0.7080020904541016,2.287384033203125,0.5736498022843148,0.0,6.0
,,"(3, 3)",,,,,,0.0,
R,U,"[2, 3]",-1.0,-1.0,0.802778959274292,9.71379804611206,0.6209526702795949,,7.0
Y,R,"[2, 4]",-1.0,-2.0,0.3075680732727051,1.8845710754394531,0.5722255902862146,1.0,8.0
R,U,"[1, 4]",-1.0,-3.0,0.30319905281066895,1.8740580081939697,0.5630722045355687,1.0,9.0
B,L,"[1, 3]",1.0,-2.0,0.2828540802001953,1.6480748653411865,0.3446997922085614,1.0,10.0
B,L,"[1, 2]",1.0,-1.0,0.39260196685791016,1.6499149799346924,0.2613082186358733,1.0,11.0
B,L,"[1, 1]",-1.0,-2.0,0.7607779502868652,2.390022039413452,0.6176502178520608,1.0,12.0
,,"(3, 3)",,,,,,1.0,
G,D,"[4, 3]",-1.0,-1.0,0.5856850147247314,20.62802219390869,0.39621595382824526,,13.0
Y,R,"[4, 4]",-1.0,-1.0,0.0779881477355957,5.567952871322632,0.33081713289302056,2.0,14.0
Y,R,"[4, 5]",-1.0,-2.0,0.36755990982055664,2.123775005340576,0.7377053833749605,2.0,15.0
B,L,"[4, 4]",-1.0,-2.0,0.059198856353759766,5.690006971359253,0.5113981109161476,2.0,16.0
B,L,"[4, 3]",0.0,-2.0,0.2808399200439453,1.8923699855804443,0.6202468832708339,2.0,17.0
R,U,"[3, 3]",0.0,-2.0,0.7519791126251221,2.493696928024292,0.7472078372889627,2.0,18.0
,,"(3, 3)",,,,,,2.0,
G,D,"[4, 3]",-1.0,-1.0,0.9346461296081543,5.206148862838745,0.5703382165295123,,19.0
R,U,"[3, 3]",0.0,-1.0,0.5350840091705322,2.277827024459839,0.731307161039684,3.0,20.0
Y,R,"[3, 4]",-1.0,-2.0,0.5908768177032471,2.0297460556030273,0.42806918728371035,3.0,21.0
B,L,"[3, 3]",0.0,-2.0,0.5483770370483398,2.067647933959961,0.529103373185518,3.0,22.0
G,D,"[4, 3]",0.0,-2.0,0.6216030120849609,1.9740688800811768,0.35333773896710086,3.0,23.0
