button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n
G,D,"[4, 3]",-2.0,0.0,2.238111972808838,3.818269968032837,0.5524917343957932,0.0,1.0
G,D,"[5, 3]",-1.0,-1.0,0.21413588523864746,1.7995920181274414,0.5686691887298312,0.0,2.0
B,L,"[5, 2]",-1.0,-2.0,0.7621641159057617,2.5044782161712646,0.7396400878406799,0.0,3.0
G,D,"[6, 2]",0.0,-2.0,0.35029101371765137,1.9761378765106201,0.5992929231049753,0.0,4.0
Y,R,"[6, 3]",0.0,-2.0,0.18597698211669922,1.8682990074157715,0.6841862076467323,0.0,5.0
R,U,"[5, 3]",0.0,-2.0,0.9443590641021729,2.649198055267334,0.7000021722464209,0.0,6.0
,,"(3, 3)",,,,,,0.0,
Y,R,"[3, 4]",-1.0,-1.0,0.6017880439758301,8.490700006484985,0.27479603733811586,,7.0
B,L,"[3, 3]",0.0,-1.0,0.24135184288024902,1.8278231620788574,0.585664691501699,1.0,8.0
G,D,"[4, 3]",-1.0,-2.0,0.42947983741760254,1.9811909198760986,0.5335443615648832,1.0,9.0
G,D,"[5, 3]",-2.0,-2.0,1.660830020904541,2.9771440029144287,0.2775950257218608,1.0,10.0
B,L,"[5, 2]",-1.0,-3.0,0.18762898445129395,1.6970291137695312,0.5077942366866917,1.0,11.0
B,L,"[5, 1]",-1.0,-4.0,0.2314929962158203,1.7513549327850342,0.5258405218895813,1.0,12.0
,,"(3, 3)",,,,,,1.0,
R,U,"[2, 3]",-1.0,-1.0,0.8581597805023193,4.274334907531738,0.250486488004346,,13.0
G,D,"[3, 3]",-2.0,-1.0,1.4036688804626465,3.0406219959259033,0.6074731251603773,2.0,14.0
G,D,"[4, 3]",-1.0,-2.0,0.22395586967468262,1.8727929592132568,0.6468808938922777,2.0,15.0
G,D,"[5, 3]",-1.0,-3.0,0.5427238941192627,2.187857151031494,0.6347788647318959,2.0,16.0
B,L,"[5, 2]",-1.0,-4.0,0.44547295570373535,2.196233034133911,0.7477634850392689,2.0,17.0
R,U,"[4, 2]",-1.0,-5.0,0.26766395568847656,1.7037181854248047,0.41837561172168725,2.0,18.0
,,"(3, 3)",,,,,,2.0,
Y,R,"[3, 4]",-1.0,-1.0,0.8452768325805664,4.687804937362671,0.6229054197451913,,19.0
B,L,"[3, 3]",0.0,-1.0,0.42137598991394043,1.8763539791107178,0.44937635804500103,3.0,20.0
G,D,"[4, 3]",-1.0,-2.0,0.2193460464477539,1.933448076248169,0.6992897309987963,3.0,21.0
B,L,"[4, 2]",-1.0,-3.0,0.519193172454834,2.007899045944214,0.4739245344405027,3.0,22.0
G,D,"[5, 2]",-1.0,-4.0,0.47893691062927246,2.1881470680236816,0.7119187843080084,3.0,23.0
Y,R,"[5, 3]",-1.0,-5.0,0.42768192291259766,2.128725051879883,0.7074889433764748,3.0,24.0
,,"(3, 3)",,,,,,3.0,
G,D,"[4, 3]",-2.0,0.0,1.3689510822296143,4.912312984466553,0.5199708260473604,,25.0
R,U,"[3, 3]",0.0,0.0,0.5977678298950195,1.9539039134979248,0.34071430537291786,4.0,26.0
Y,R,"[3, 4]",-1.0,-1.0,0.22807908058166504,1.5543720722198486,0.3119413712496684,4.0,27.0
R,U,"[2, 4]",-1.0,-1.0,0.003865957260131836,5.727338075637817,0.6060250380982486,4.0,28.0
R,U,"[1, 4]",-1.0,-2.0,0.5518569946289062,1.8358280658721924,0.275117258030745,4.0,29.0
R,U,"[0, 4]",0.0,-2.0,0.4228198528289795,1.8463609218597412,0.43811736108039523,4.0,30.0
,,"(3, 3)",,,,,,4.0,
B,L,"[3, 2]",-2.0,0.0,1.6018741130828857,5.787588119506836,0.525706507113961,,31.0
G,D,"[4, 2]",-1.0,-1.0,0.311168909072876,1.788564920425415,0.4643820191274221,5.0,32.0
B,L,"[4, 1]",-1.0,-2.0,0.37267184257507324,1.9858579635620117,0.6000082681199524,5.0,33.0
B,L,"[4, 0]",0.0,-2.0,0.4924619197845459,2.1965279579162598,0.6964748147812199,5.0,34.0
B,L,"[4, 0]",0.0,-2.0,0.2275838851928711,1.4929578304290771,0.25676505064477734,5.0,35.0
Y,R,"[4, 1]",0.0,-2.0,0.29311513900756836,1.9772348403930664,0.6834796053011803,5.0,36.0
,,"(3, 3)",,,,,,5.0,
Y,R,"[3, 4]",-2.0,0.0,1.1805450916290283,4.348675966262817,0.3325297461525471,,37.0
Y,R,"[3, 5]",-1.0,-1.0,0.19196414947509766,1.803015947341919,0.6019224918231503,6.0,38.0
Y,R,"[3, 6]",0.0,-1.0,0.28304314613342285,1.9722659587860107,0.6742955663979531,6.0,39.0
B,L,"[3, 5]",0.0,-1.0,0.2728099822998047,1.6465699672698975,0.3711011109677995,6.0,40.0
G,D,"[4, 5]",-1.0,-2.0,0.2365729808807373,1.932154893875122,0.6863068103739882,6.0,41.0
G,D,"[5, 5]",-1.0,-3.0,0.3233048915863037,1.734877109527588,0.4048042809374338,6.0,42.0
,,"(3, 3)",,,,,,6.0,
R,U,"[2, 3]",-1.0,-1.0,0.6046900749206543,3.0807971954345703,0.25244127900349006,,43.0
G,D,"[3, 3]",0.0,-1.0,0.446699857711792,2.1586620807647705,0.7108013732674746,7.0,44.0
R,U,"[2, 3]",0.0,-1.0,0.401932954788208,2.0170819759368896,0.6280175003308899,7.0,45.0
B,L,"[2, 2]",1.0,0.0,0.5082089900970459,1.996781826019287,0.49164985477068807,7.0,46.0
B,L,"[2, 1]",1.0,1.0,0.5464341640472412,2.133787155151367,0.5918768912549675,7.0,47.0
