button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n
B,L,"[3, 0]",0.0,2.0,0.4526360034942627,1.9522221088409424,0.5137919814209646,5.0,36.0
,,"(3, 3)",,,,,,5.0,
B,L,"[3, 2]",1.0,1.0,0.7276260852813721,3.9843709468841553,0.5983181494547684,,37.0
B,L,"[3, 1]",1.0,2.0,0.24065208435058594,1.6644251346588135,0.4129607123714404,6.0,38.0
B,L,"[3, 0]",0.0,2.0,0.34807896614074707,1.6385250091552734,0.28499665340063524,6.0,39.0
R,U,"[2, 0]",0.0,2.0,0.3708188533782959,1.6725609302520752,0.30764077843020143,6.0,40.0
Y,R,"[2, 1]",1.0,3.0,0.2913329601287842,1.7587001323699951,0.4664381108981757,6.0,41.0
Y,R,"[2, 2]",1.0,4.0,0.22061610221862793,1.7662889957427979,0.5326886773571857,6.0,42.0
,,"(3, 3)",,,,,,6.0,
B,L,"[3, 2]",1.0,1.0,0.6790330410003662,3.775465965270996,0.6081658152059196,,43.0
B,L,"[3, 1]",1.0,2.0,0.2554590702056885,1.7988450527191162,0.5405123143899191,7.0,44.0
B,L,"[3, 0]",0.0,2.0,0.38556718826293945,2.1024630069732666,0.709743806905397,7.0,45.0
Y,R,"[3, 1]",0.0,2.0,0.10986995697021484,1.7091140747070312,0.6022997768793091,7.0,46.0
R,U,"[2, 1]",-1.0,2.0,0.007227182388305664,5.561119794845581,0.43045045962624545,7.0,47.0
R,U,"[1, 1]",-1.0,1.0,0.6806540489196777,2.107848882675171,0.40512347181873065,7.0,48.0
,,"(3, 3)",,,,,,7.0,
B,L,"[3, 2]",1.0,1.0,0.9250810146331787,4.391906023025513,0.7134799463142332,,49.0
B,L,"[3, 1]",1.0,2.0,0.34673190116882324,1.8250818252563477,0.47239252179829544,8.0,50.0
B,L,"[3, 0]",0.0,2.0,0.351071834564209,1.8492090702056885,0.48823916700492603,8.0,51.0
Y,R,"[3, 1]",0.0,2.0,0.6202690601348877,2.009437084197998,0.397908612418892,8.0,52.0
G,D,"[4, 1]",-1.0,1.0,0.7075850963592529,2.071018934249878,0.3523093270253072,8.0,53.0
R,U,"[3, 1]",0.0,1.0,0.7567858695983887,2.0943398475646973,0.33014092051791266,8.0,54.0
,,"(3, 3)",,,,,,8.0,
B,L,"[3, 2]",1.0,1.0,0.7650418281555176,4.176915168762207,0.5406675749073349,,55.0
B,L,"[3, 1]",1.0,2.0,0.4505040645599365,2.1784420013427734,0.7354794438312577,9.0,56.0
B,L,"[3, 0]",0.0,2.0,0.5133829116821289,2.249458074569702,0.7351782546240897,9.0,57.0
Y,R,"[3, 1]",0.0,2.0,0.38124608993530273,1.9564621448516846,0.5751204039171371,9.0,58.0
R,U,"[2, 1]",1.0,3.0,0.48737120628356934,2.104862928390503,0.6132493765131704,9.0,59.0
R,U,"[1, 1]",-1.0,2.0,0.3899807929992676,2.0196049213409424,0.6163375597465487,9.0,60.0
,,"(3, 3)",,,,,,9.0,
B,L,"[3, 2]",-2.0,0.0,1.390321969985962,4.306554079055786,0.42310017796636157,,61.0
B,L,"[3, 1]",1.0,1.0,0.38206911087036133,2.033890962600708,0.6568988648713077,10.0,62.0
B,L,"[3, 0]",0.0,1.0,0.49303317070007324,1.9513812065124512,0.4585494375779039,10.0,63.0
R,U,"[2, 0]",0.0,1.0,0.43932294845581055,2.0382080078125,0.596672466481462,10.0,64.0
G,D,"[3, 0]",0.0,1.0,0.6645171642303467,2.0452277660369873,0.3753905886488987,10.0,65.0
B,L,"[3, 0]",0.0,1.0,0.4938619136810303,2.035654067993164,0.5443395446409914,10.0,66.0
,,"(3, 3)",,,,,,10.0,
B,L,"[3, 2]",1.0,1.0,0.6229450702667236,4.796170949935913,0.3408010172252555,,67.0
B,L,"[3, 1]",1.0,2.0,0.39391016960144043,1.8861770629882812,0.49381468378387383,11.0,68.0
R,U,"[2, 1]",1.0,3.0,0.46570396423339844,1.924452781677246,0.4514679495741043,11.0,69.0
R,U,"[1, 1]",-1.0,2.0,0.3084421157836914,1.6786448955535889,0.36379086931326354,11.0,70.0
Y,R,"[1, 2]",1.0,3.0,0.7110080718994141,2.43681001663208,0.7170346004115107,11.0,71.0
Y,R,"[1, 3]",1.0,4.0,0.35073089599609375,1.6205549240112305,0.25444702313532075,11.0,72.0
,,"(3, 3)",,,,,,11.0,
B,L,"[3, 2]",1.0,1.0,0.6248948574066162,4.582454204559326,0.35377575247599097,,73.0
B,L,"[3, 1]",1.0,2.0,0.2997889518737793,1.9516808986663818,0.6384807795408975,12.0,74.0
R,U,"[2, 1]",1.0,3.0,0.3449869155883789,2.0229318141937256,0.678213743205988,12.0,75.0
Y,R,"[2, 2]",1.0,4.0,0.36040282249450684,1.8729479312896729,0.5180015260027628,12.0,76.0
Y,R,"[2, 3]",-1.0,3.0,0.24411392211914062,1.8370821475982666,0.5882258558066843,12.0,77.0
G,D,"[3, 3]",0.0,3.0,0.8318319320678711,2.431741952896118,0.6033811314977363,12.0,78.0
,,"(3, 3)",,,,,,12.0,
B,L,"[3, 2]",1.0,1.0,0.6722409725189209,4.759410858154297,0.47969624045600784,,79.0
B,L,"[3, 1]",1.0,2.0,0.24108314514160156,1.7484560012817383,0.4950109883398914,13.0,80.0
R,U,"[2, 1]",1.0,3.0,0.3138389587402344,1.7184059619903564,0.4135144762074581,13.0,81.0
Y,R,"[2, 2]",1.0,4.0,0.3125641345977783,1.8376858234405518,0.5176281085080874,13.0,82.0
G,D,"[3, 2]",-2.0,4.0,1.1446640491485596,2.440755844116211,0.258784850665595,13.0,83.0
G,D,"[4, 2]",-1.0,3.0,0.4789700508117676,2.0064198970794678,0.5150214826776522,13.0,84.0
,,"(3, 3)",,,,,,13.0,
B,L,"[3, 2]",1.0,1.0,0.5687649250030518,3.6720829010009766,0.27072324016579224,,85.0
B,L,"[3, 1]",1.0,2.0,0.31284594535827637,1.5974681377410889,0.2848792514870388,14.0,86.0
R,U,"[2, 1]",1.0,3.0,0.36791396141052246,2.1097049713134766,0.7274630301833336,14.0,87.0
Y,R,"[2, 2]",1.0,4.0,0.3849940299987793,1.8355369567871094,0.4466756360328341,14.0,88.0
B,L,"[2, 1]",0.0,4.0,0.3180379867553711,1.7638449668884277,0.4272478868769962,14.0,89.0
R,U,"[1, 1]",-1.0,3.0,0.77606201171875,2.2522599697113037,0.4793716244348187,14.0,90.0
,,"(3, 3)",,,,,,14.0,
B,L,"[3, 2]",1.0,1.0,0.7650830745697021,3.337027072906494,0.5331149020438257,,91.0
B,L,"[3, 1]",1.0,2.0,0.33411312103271484,2.04849910736084,0.6981871166691391,15.0,92.0
R,U,"[2, 1]",1.0,3.0,0.23032903671264648,1.9234070777893066,0.6883795075788259,15.0,93.0
Y,R,"[2, 2]",1.0,4.0,0.3177659511566162,1.8210251331329346,0.4928224499991768,15.0,94.0
Y,R,"[2, 3]",-1.0,3.0,0.4811270236968994,2.176831007003784,0.6863026402308141,15.0,95.0
B,L,"[2, 2]",-2.0,3.0,1.390934944152832,3.1635890007019043,0.7330513615602132,15.0,96.0
,,"(3, 3)",,,,,,15.0,
B,L,"[3, 2]",1.0,1.0,0.5958700180053711,6.915344953536987,0.5819366681176401,,97.0
B,L,"[3, 1]",1.0,2.0,0.24285197257995605,1.769963026046753,0.5187828863822577,16.0,98.0
R,U,"[2, 1]",1.0,3.0,0.25023889541625977,1.7526559829711914,0.5048150029548166,16.0,99.0
Y,R,"[2, 2]",1.0,4.0,0.3733839988708496,2.0997819900512695,0.7211078641168198,16.0,100.0
Y,R,"[2, 3]",-1.0,3.0,0.32345104217529297,1.8289711475372314,0.5002942052084816,16.0,101.0
B,L,"[2, 2]",0.0,3.0,0.6421830654144287,2.024275064468384,0.3746447957758214,16.0,102.0
,,"(3, 3)",,,,,,16.0,
B,L,"[3, 2]",-2.0,0.0,1.0422091484069824,3.7473480701446533,0.3886445741766111,,103.0
B,L,"[3, 1]",1.0,1.0,0.45572686195373535,1.8207581043243408,0.3595235126508196,17.0,104.0
B,L,"[3, 0]",0.0,1.0,0.2473611831665039,1.8389360904693604,0.598204766933267,17.0,105.0
R,U,"[2, 0]",0.0,1.0,0.3381459712982178,1.8750450611114502,0.5234339736993436,17.0,106.0
Y,R,"[2, 1]",1.0,2.0,0.25751805305480957,1.5296530723571777,0.26972514864935865,17.0,107.0
Y,R,"[2, 2]",1.0,3.0,0.49219298362731934,1.9334189891815186,0.43653642493212197,17.0,108.0
,,"(3, 3)",,,,,,17.0,
B,L,"[3, 2]",1.0,1.0,0.568903923034668,3.756830930709839,0.4764622357241562,,109.0
B,L,"[3, 1]",1.0,2.0,0.2479569911956787,1.7387809753417969,0.49858962399847906,18.0,110.0
R,U,"[2, 1]",1.0,3.0,0.258105993270874,1.804960012435913,0.536747923636347,18.0,111.0
Y,R,"[2, 2]",1.0,4.0,0.3070800304412842,1.8615210056304932,0.5486697450572267,18.0,112.0
G,D,"[3, 2]",0.0,4.0,0.7276229858398438,2.25205397605896,0.5171935384367163,18.0,113.0
G,D,"[4, 2]",-1.0,3.0,0.3299441337585449,1.6990768909454346,0.3497683216849581,18.0,114.0
,,"(3, 3)",,,,,,18.0,
B,L,"[3, 2]",1.0,1.0,0.6499271392822266,3.2029190063476562,0.40274873447597676,,115.0
B,L,"[3, 1]",1.0,2.0,0.21589207649230957,1.6057848930358887,0.3750441028849594,19.0,116.0
R,U,"[2, 1]",1.0,3.0,0.4838831424713135,2.164160966873169,0.6723114357695119,19.0,117.0
Y,R,"[2, 2]",1.0,4.0,0.6153020858764648,2.0069539546966553,0.39634208792859577,19.0,118.0
Y,R,"[2, 3]",-1.0,3.0,0.3876688480377197,1.698868989944458,0.29528334309970533,19.0,119.0
G,D,"[3, 3]",-2.0,3.0,1.006485939025879,2.4062070846557617,0.36804745772881925,19.0,120.0
,,"(3, 3)",,,,,,19.0,
B,L,"[3, 2]",1.0,1.0,0.6088218688964844,3.785851001739502,0.7203680712520508,,121.0
B,L,"[3, 1]",1.0,2.0,0.45261216163635254,2.006993055343628,0.5440426403529979,20.0,122.0
R,U,"[2, 1]",1.0,3.0,0.4067058563232422,1.8392019271850586,0.43341917849226536,20.0,123.0
R,U,"[1, 1]",-1.0,2.0,0.3439199924468994,1.939560890197754,0.5894550254007462,20.0,124.0
Y,R,"[1, 2]",1.0,3.0,0.360612154006958,2.0124688148498535,0.6516754556781084,20.0,125.0
Y,R,"[1, 3]",1.0,4.0,0.9311199188232422,2.635577917098999,0.7039747877187494,20.0,126.0
,,"(3, 3)",,,,,,20.0,
B,L,"[3, 2]",-2.0,0.0,1.0588340759277344,4.059513092041016,0.5303153650520667,,127.0
B,L,"[3, 1]",1.0,1.0,0.35005998611450195,1.6419060230255127,0.2723593371942906,21.0,128.0
B,L,"[3, 0]",0.0,1.0,0.2908480167388916,1.8440179824829102,0.5494481788690244,21.0,129.0
R,U,"[2, 0]",0.0,1.0,0.26090407371520996,1.8490641117095947,0.5818880943236053,21.0,130.0
Y,R,"[2, 1]",1.0,2.0,0.20203399658203125,1.6662001609802246,0.4647398520256301,21.0,131.0
Y,R,"[2, 2]",1.0,3.0,0.3603360652923584,1.9727771282196045,0.604082644318967,21.0,132.0
,,"(3, 3)",,,,,,21.0,
B,L,"[3, 2]",1.0,1.0,0.5117940902709961,3.4631710052490234,0.6674570530331951,,133.0
B,L,"[3, 1]",1.0,2.0,0.28820085525512695,1.8476190567016602,0.5482938481997126,22.0,134.0
R,U,"[2, 1]",1.0,3.0,0.30617499351501465,1.7598600387573242,0.4414234219306224,22.0,135.0
Y,R,"[2, 2]",1.0,4.0,0.30428600311279297,1.7598800659179688,0.4682690543998144,22.0,136.0
Y,R,"[2, 3]",-1.0,3.0,0.2989511489868164,1.5834071636199951,0.2683493551107681,22.0,137.0
Y,R,"[2, 4]",-1.0,2.0,0.9104328155517578,2.5109310150146484,0.5960128998708749,22.0,138.0
,,"(3, 3)",,,,,,22.0,
B,L,"[3, 2]",1.0,1.0,0.9299168586730957,3.1646440029144287,0.4935071876741922,,139.0
B,L,"[3, 1]",1.0,2.0,0.21412920951843262,1.660161018371582,0.45372958270328073,23.0,140.0
R,U,"[2, 1]",1.0,3.0,0.29641103744506836,1.8192689418792725,0.5229299410464432,23.0,141.0
Y,R,"[2, 2]",1.0,4.0,0.13489794731140137,1.3975799083709717,0.25415784251202966,23.0,142.0
R,U,"[1, 2]",1.0,5.0,0.3427720069885254,1.6917271614074707,0.34584677683548776,23.0,143.0
Y,R,"[1, 3]",1.0,6.0,0.5265231132507324,1.7844979763031006,0.26366529658795496,23.0,144.0
,,"(3, 3)",,,,,,23.0,
B,L,"[3, 2]",1.0,1.0,0.6020340919494629,3.3348147869110107,0.5815785168752876,,145.0
B,L,"[3, 1]",1.0,2.0,0.3502519130706787,2.0221760272979736,0.653679448651177,24.0,146.0
R,U,"[2, 1]",1.0,3.0,0.22628521919250488,1.5888140201568604,0.35957521113910074,24.0,147.0
Y,R,"[2, 2]",1.0,4.0,0.24746298789978027,1.8344900608062744,0.593705988463409,24.0,148.0
R,U,"[1, 2]",1.0,5.0,0.27654004096984863,1.6399900913238525,0.3671541031514133,24.0,149.0
Y,R,"[1, 3]",1.0,6.0,0.4622840881347656,1.8322010040283203,0.36613900907730723,24.0,150.0
,,"(3, 3)",,,,,,24.0,
B,L,"[3, 2]",1.0,1.0,0.5896542072296143,3.0926759243011475,0.375211711859032,,151.0
B,L,"[3, 1]",1.0,2.0,0.2446730136871338,1.7906291484832764,0.548989039922859,25.0,152.0
R,U,"[2, 1]",1.0,3.0,0.13486099243164062,1.6380009651184082,0.4869823966623366,25.0,153.0
Y,R,"[2, 2]",1.0,4.0,0.18851184844970703,1.7745721340179443,0.5782594167233,25.0,154.0
R,U,"[1, 2]",1.0,5.0,0.346890926361084,1.9061179161071777,0.5675702349502846,25.0,155.0
Y,R,"[1, 3]",1.0,6.0,0.29227304458618164,1.6716148853302002,0.3727425134576569,25.0,156.0
,,"(3, 3)",,,,,,25.0,
B,L,"[3, 2]",1.0,1.0,0.6013948917388916,2.8896279335021973,0.2790378394116769,,157.0
B,L,"[3, 1]",1.0,2.0,0.34246206283569336,1.8453819751739502,0.5076575404935769,26.0,158.0
R,U,"[2, 1]",1.0,3.0,0.3085649013519287,1.9348669052124023,0.6256308112204949,26.0,159.0
Y,R,"[2, 2]",1.0,4.0,0.2412559986114502,1.5851209163665771,0.3444369798328133,26.0,160.0
R,U,"[1, 2]",1.0,5.0,0.33104705810546875,1.6578459739685059,0.33547543314365086,26.0,161.0
Y,R,"[1, 3]",1.0,6.0,0.37134695053100586,2.0735208988189697,0.6919295310289135,26.0,162.0
,,"(3, 3)",,,,,,26.0,
B,L,"[3, 2]",1.0,1.0,0.5256140232086182,3.094078779220581,0.3861467071982024,,163.0
B,L,"[3, 1]",-1.0,1.0,0.02221393585205078,5.442019939422607,0.29497907859144135,27.0,164.0
B,L,"[3, 0]",0.0,1.0,0.30609607696533203,1.7214829921722412,0.4163207329177571,27.0,165.0
R,U,"[2, 0]",0.0,1.0,0.4446988105773926,1.868034839630127,0.4176619796896399,27.0,166.0
Y,R,"[2, 1]",1.0,2.0,0.28700685501098633,2.0015740394592285,0.7022611797487025,27.0,167.0
R,U,"[1, 1]",-1.0,1.0,0.29586291313171387,1.9383289813995361,0.6404298617248094,27.0,168.0
,,"(3, 3)",,,,,,27.0,
B,L,"[3, 2]",1.0,1.0,0.7072451114654541,3.1838340759277344,0.32473633472641383,,169.0
B,L,"[3, 1]",1.0,2.0,0.2869579792022705,2.0045981407165527,0.7120891535433689,28.0,170.0
R,U,"[2, 1]",1.0,3.0,0.216141939163208,1.9452409744262695,0.7239359005601906,28.0,171.0
Y,R,"[2, 2]",1.0,4.0,0.2996690273284912,1.7598280906677246,0.45073155166181156,28.0,172.0
R,U,"[1, 2]",1.0,5.0,0.38391995429992676,1.7766191959381104,0.37746971432387677,28.0,173.0
Y,R,"[1, 3]",1.0,6.0,0.334428071975708,1.6238000392913818,0.28461664477415505,28.0,174.0
,,"(3, 3)",,,,,,28.0,
B,L,"[3, 2]",1.0,1.0,0.7283220291137695,3.12368106842041,0.39138789766688514,,175.0
B,L,"[3, 1]",1.0,2.0,0.2904629707336426,1.6027240753173828,0.31087526230813806,29.0,176.0
R,U,"[2, 1]",1.0,3.0,0.3487570285797119,2.0677499771118164,0.7114754008383337,29.0,177.0
Y,R,"[2, 2]",1.0,4.0,0.2600820064544678,1.60396409034729,0.349133979884014,29.0,178.0
R,U,"[1, 2]",1.0,5.0,0.31960582733154297,1.8860840797424316,0.5516130139744579,29.0,179.0
Y,R,"[1, 3]",1.0,6.0,0.4080390930175781,2.077214002609253,0.6620330791536453,29.0,180.0
,,"(3, 3)",,,,,,29.0,
B,L,"[3, 2]",1.0,1.0,0.5011260509490967,3.72709584236145,0.6058402979691035,,181.0
B,L,"[3, 1]",1.0,2.0,0.21131300926208496,1.9445760250091553,0.7336836832823362,30.0,182.0
R,U,"[2, 1]",1.0,3.0,0.4456288814544678,1.8509008884429932,0.40146435050373036,30.0,183.0
Y,R,"[2, 2]",1.0,4.0,0.10838913917541504,1.8344948291778564,0.7195620843910122,30.0,184.0
R,U,"[1, 2]",1.0,5.0,0.25707507133483887,1.8366940021514893,0.5722728301759272,30.0,185.0
Y,R,"[1, 3]",1.0,6.0,0.21475720405578613,1.5969829559326172,0.3861738332635066,30.0,186.0
,,"(3, 3)",,,,,,30.0,
B,L,"[3, 2]",1.0,1.0,0.7974529266357422,3.2606348991394043,0.4800454661502739,,187.0
B,L,"[3, 1]",1.0,2.0,0.24825501441955566,1.5241150856018066,0.2541972074465459,31.0,188.0
R,U,"[2, 1]",1.0,3.0,0.23465609550476074,1.8232700824737549,0.5772408052829214,31.0,189.0
Y,R,"[2, 2]",-1.0,3.0,0.09700798988342285,5.600161075592041,0.37733248924222174,31.0,190.0
Y,R,"[2, 3]",-1.0,2.0,0.3094921112060547,1.645745038986206,0.3397501218396424,31.0,191.0
R,U,"[1, 3]",1.0,3.0,0.47629380226135254,2.1374998092651367,0.6604151002934673,31.0,192.0
,,"(3, 3)",,,,,,31.0,
B,L,"[3, 2]",1.0,1.0,0.8197081089019775,3.430198907852173,0.27411657644815496,,193.0
B,L,"[3, 1]",1.0,2.0,0.3548471927642822,2.0346450805664062,0.6751473981445579,32.0,194.0
R,U,"[2, 1]",1.0,3.0,0.39170217514038086,1.8825960159301758,0.4910703292054719,32.0,195.0
Y,R,"[2, 2]",1.0,4.0,0.39537501335144043,1.8757259845733643,0.4833224365691029,32.0,196.0
R,U,"[1, 2]",1.0,5.0,0.3970029354095459,1.7499041557312012,0.3500088068350302,32.0,197.0
Y,R,"[1, 3]",1.0,6.0,0.28125500679016113,1.642448902130127,0.3590464707383439,32.0,198.0
,,"(3, 3)",,,,,,32.0,
B,L,"[3, 2]",1.0,1.0,0.6054120063781738,3.5347700119018555,0.4106018790152543,,199.0
B,L,"[3, 1]",1.0,2.0,0.22258687019348145,1.8491179943084717,0.6425471405342796,33.0,200.0
R,U,"[2, 1]",1.0,3.0,0.2349390983581543,1.5107529163360596,0.28711662118392056,33.0,201.0
Y,R,"[2, 2]",1.0,4.0,0.30220794677734375,1.9559881687164307,0.6427225257317459,33.0,202.0
R,U,"[1, 2]",1.0,5.0,0.2663390636444092,1.6133129596710205,0.33961761203576846,33.0,203.0
Y,R,"[1, 3]",1.0,6.0,0.2854909896850586,2.0369300842285156,0.7426683669465818,33.0,204.0
,,"(3, 3)",,,,,,33.0,
B,L,"[3, 2]",1.0,1.0,0.806506872177124,2.998530864715576,0.34141634080626787,,205.0
B,L,"[3, 1]",1.0,2.0,0.22030997276306152,1.7166869640350342,0.5080141159863589,34.0,206.0
R,U,"[2, 1]",1.0,3.0,0.2777118682861328,1.7984700202941895,0.5231754538173916,34.0,207.0
Y,R,"[2, 2]",1.0,4.0,0.25902891159057617,1.833677053451538,0.5733625547075276,34.0,208.0
R,U,"[1, 2]",1.0,5.0,0.24456286430358887,1.6035470962524414,0.3604903466775791,34.0,209.0
Y,R,"[1, 3]",1.0,6.0,0.3747868537902832,1.6555891036987305,0.28273375003420254,34.0,210.0
,,"(3, 3)",,,,,,34.0,
B,L,"[3, 2]",1.0,1.0,0.5998179912567139,5.828023910522461,0.4102353382274816,,211.0
B,L,"[3, 1]",1.0,2.0,0.26848506927490234,1.9808578491210938,0.7074181164822111,35.0,212.0
R,U,"[2, 1]",1.0,3.0,0.32033395767211914,2.0552151203155518,0.7294096553241074,35.0,213.0
Y,R,"[2, 2]",1.0,4.0,0.33269500732421875,1.8155200481414795,0.47831242389132356,35.0,214.0
R,U,"[1, 2]",1.0,5.0,0.2546660900115967,1.9048268795013428,0.6496662639039106,35.0,215.0
Y,R,"[1, 3]",1.0,6.0,0.20814204216003418,1.6366500854492188,0.4197121282169432,35.0,216.0
,,"(3, 3)",,,,,,35.0,
B,L,"[3, 2]",1.0,1.0,0.5849769115447998,4.175640106201172,0.6957888084428817,,217.0
B,L,"[3, 1]",1.0,2.0,0.7494192123413086,2.0671839714050293,0.32923337567027566,36.0,218.0
R,U,"[2, 1]",1.0,3.0,0.31668806076049805,1.883951187133789,0.5627570474624634,36.0,219.0
Y,R,"[2, 2]",1.0,4.0,0.34677600860595703,1.9292240142822266,0.575489323073701,36.0,220.0
R,U,"[1, 2]",1.0,5.0,0.33812379837036133,2.016862154006958,0.6754216226197629,36.0,221.0
Y,R,"[1, 3]",1.0,6.0,0.11256217956542969,1.5764288902282715,0.4684762467887781,36.0,222.0
,,"(3, 3)",,,,,,36.0,
B,L,"[3, 2]",1.0,1.0,0.6264970302581787,4.412033796310425,0.48073591476037747,,223.0
B,L,"[3, 1]",1.0,2.0,0.35272216796875,1.6264989376068115,0.25730004193455414,37.0,224.0
G,D,"[4, 1]",-1.0,1.0,0.43938302993774414,1.7470130920410156,0.3040549577818766,37.0,225.0
R,U,"[3, 1]",0.0,1.0,0.4752070903778076,2.123522996902466,0.643784246372113,37.0,226.0
Y,R,"[3, 2]",0.0,1.0,0.3290290832519531,1.9591529369354248,0.6361977582742424,37.0,227.0
R,U,"[2, 2]",1.0,2.0,0.2589840888977051,1.7617161273956299,0.49803420769553336,37.0,228.0
,,"(3, 3)",,,,,,37.0,
B,L,"[3, 2]",1.0,1.0,0.7282600402832031,3.7069458961486816,0.6380897888467225,,229.0
B,L,"[3, 1]",1.0,2.0,0.3224678039550781,2.0687599182128906,0.7402600771717629,38.0,230.0
R,U,"[2, 1]",1.0,3.0,0.29990696907043457,2.0163779258728027,0.689962919467069,38.0,231.0
Y,R,"[2, 2]",1.0,4.0,0.25745201110839844,1.6737489700317383,0.4138905365911692,38.0,232.0
R,U,"[1, 2]",1.0,5.0,0.331341028213501,1.663153886795044,0.32698842557458485,38.0,233.0
Y,R,"[1, 3]",1.0,6.0,0.26220202445983887,1.5458600521087646,0.28953972442334114,38.0,234.0
,,"(3, 3)",,,,,,38.0,
B,L,"[3, 2]",1.0,1.0,0.5332679748535156,3.003804922103882,0.4597926549315248,,235.0
B,L,"[3, 1]",1.0,2.0,0.509289026260376,2.044991970062256,0.5380188204710418,39.0,236.0
R,U,"[2, 1]",1.0,3.0,0.5483889579772949,2.1104588508605957,0.564953837825958,39.0,237.0
Y,R,"[2, 2]",1.0,4.0,0.31068897247314453,1.7254459857940674,0.40708138139156586,39.0,238.0
R,U,"[1, 2]",1.0,5.0,0.5581188201904297,1.8747141361236572,0.31517864184662187,39.0,239.0
Y,R,"[1, 3]",1.0,6.0,0.38836002349853516,2.1066479682922363,0.7046614859115483,39.0,240.0
,,"(3, 3)",,,,,,39.0,
