button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n
B,L,"[3, 2]",-2.0,0.0,2.6010429859161377,3.9872798919677734,0.35494004516321287,0.0,1.0
B,L,"[3, 1]",1.0,1.0,0.5274760723114014,1.8656690120697021,0.32067964411717576,0.0,2.0
Y,R,"[3, 2]",0.0,1.0,0.9075639247894287,2.172348976135254,0.2599581603626484,0.0,3.0
G,D,"[4, 2]",-2.0,1.0,1.1779899597167969,2.610752820968628,0.4038958170806133,0.0,4.0
R,U,"[3, 2]",0.0,1.0,0.6745011806488037,2.3243110179901123,0.6446104320234531,0.0,5.0
B,L,"[3, 1]",0.0,1.0,0.7687888145446777,2.1888790130615234,0.4338159557996202,0.0,6.0
,,"(3, 3)",,,,,,0.0,
B,L,"[3, 2]",1.0,1.0,0.568748950958252,6.628241062164307,0.6783431717137979,,7.0
Y,R,"[3, 3]",0.0,1.0,0.6515059471130371,2.0594000816345215,0.40475882969926075,1.0,8.0
G,D,"[4, 3]",-1.0,0.0,0.8191180229187012,2.206206798553467,0.3778146901750148,1.0,9.0
B,L,"[4, 2]",-1.0,-1.0,0.5699148178100586,2.054647922515869,0.48230796442245344,1.0,10.0
G,D,"[5, 2]",-1.0,-2.0,0.856328010559082,2.5851571559906006,0.7172025382434151,1.0,11.0
R,U,"[4, 2]",0.0,-2.0,0.42903900146484375,1.7649221420288086,0.3324064924694634,1.0,12.0
,,"(3, 3)",,,,,,1.0,
Y,R,"[3, 4]",-1.0,-1.0,0.7993719577789307,7.130069971084595,0.512770078329149,,13.0
G,D,"[4, 4]",-1.0,-2.0,0.6230459213256836,2.1413259506225586,0.5206096479296656,2.0,14.0
R,U,"[3, 4]",-2.0,-2.0,1.799105167388916,3.223433017730713,0.39365268068410914,2.0,15.0
R,U,"[2, 4]",-1.0,-3.0,0.7285728454589844,2.278149127960205,0.5554755223723826,2.0,16.0
G,D,"[3, 4]",0.0,-3.0,0.6043369770050049,2.1027719974517822,0.4917732355542674,2.0,17.0
G,D,"[4, 4]",0.0,-3.0,0.379486083984375,1.9349110126495361,0.5599538633152334,2.0,18.0
,,"(3, 3)",,,,,,2.0,
Y,R,"[3, 4]",-1.0,-1.0,0.593329906463623,5.3959479331970215,0.7224998924943646,,19.0
B,L,"[3, 3]",0.0,-1.0,0.3982279300689697,2.0436880588531494,0.6496151215109234,3.0,20.0
G,D,"[4, 3]",-1.0,-2.0,0.3772921562194824,2.086621046066284,0.7029259773341232,3.0,21.0
