button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n
Y,R,"[3, 4]",-2.0,0.0,4.886822938919067,6.490118980407715,0.5741487484319568,0.0,1.0
Y,R,"[3, 5]",-2.0,0.0,2.0408880710601807,3.4785218238830566,0.4029780316083813,0.0,2.0
Y,R,"[3, 6]",0.0,0.0,0.6177849769592285,2.0632269382476807,0.4327999873534248,0.0,3.0
Y,R,"[3, 6]",-2.0,0.0,1.6720600128173828,2.9625041484832764,0.2623944498543413,0.0,4.0
B,L,"[3, 5]",-2.0,0.0,1.0424880981445312,2.3995449542999268,0.32839261529025193,0.0,5.0
B,L,"[3, 4]",0.0,0.0,0.41161513328552246,1.7932038307189941,0.3882202673683446,0.0,6.0
,,"(3, 3)",,,,,,0.0,
Y,R,"[3, 4]",-1.0,-1.0,0.9045650959014893,10.38948392868042,0.7109085193345396,,7.0
B,L,"[3, 3]",-2.0,-1.0,1.4482440948486328,3.0150041580200195,0.5426754335129527,1.0,8.0
G,D,"[4, 3]",-1.0,-2.0,0.8228030204772949,2.5169260501861572,0.6929265463282228,1.0,9.0
Y,R,"[4, 4]",-1.0,-3.0,0.8431968688964844,2.1277661323547363,0.28761124903593366,1.0,10.0
G,D,"[5, 4]",-1.0,-4.0,0.707909107208252,2.30936598777771,0.5968050513834453,1.0,11.0
Y,R,"[5, 5]",-1.0,-5.0,0.7554111480712891,2.2094380855560303,0.4396445037877806,1.0,12.0
,,"(3, 3)",,,,,,1.0,
Y,R,"[3, 4]",-1.0,-1.0,0.8637270927429199,9.469161033630371,0.3757291499805104,,13.0
B,L,"[3, 3]",0.0,-1.0,0.8090498447418213,2.4463140964508057,0.6387381071707758,2.0,14.0
Y,R,"[3, 4]",0.0,-1.0,0.6731281280517578,2.01837420463562,0.3406567652064961,2.0,15.0
B,L,"[3, 3]",0.0,-1.0,0.5955419540405273,1.983767032623291,0.3910493570845229,2.0,16.0
G,D,"[4, 3]",-1.0,-2.0,0.6913130283355713,2.2768759727478027,0.5844597949276209,2.0,17.0
G,D,"[5, 3]",-1.0,-3.0,0.4171791076660156,1.8215138912200928,0.3894901367474187,2.0,18.0
,,"(3, 3)",,,,,,2.0,
Y,R,"[3, 4]",-1.0,-1.0,0.9580600261688232,20.193899154663086,0.5668402581307628,,19.0
R,U,"[2, 4]",-1.0,-2.0,0.4460930824279785,1.9132599830627441,0.4637011321344178,3.0,20.0
Y,R,"[2, 5]",-1.0,-3.0,0.6588530540466309,2.01318097114563,0.3435348256349281,3.0,21.0
B,L,"[2, 4]",0.0,-3.0,0.5495710372924805,1.8503518104553223,0.2939174323022412,3.0,22.0
G,D,"[3, 4]",0.0,-3.0,0.7326350212097168,2.0934319496154785,0.3707249940953906,3.0,23.0
Y,R,"[3, 5]",-1.0,-4.0,0.5137009620666504,1.7946751117706299,0.26547929556539246,3.0,24.0
,,"(3, 3)",,,,,,3.0,
