button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n
R,U,"[2, 3]",-2.0,0.0,4.443424940109253,5.792724132537842,0.3106847785304353,0.0,1.0
Y,R,"[2, 4]",-1.0,-1.0,0.5549869537353516,2.156841993331909,0.6006432498921455,0.0,2.0
G,D,"[3, 4]",-1.0,-2.0,0.4115488529205322,1.7669367790222168,0.3509569229592125,0.0,3.0
R,U,"[2, 4]",0.0,-2.0,0.25608396530151367,1.5559039115905762,0.29033697756164345,0.0,4.0
B,L,"[2, 3]",0.0,-2.0,0.2800290584564209,1.6603832244873047,0.38395039173865486,0.0,5.0
G,D,"[3, 3]",0.0,-2.0,0.31256794929504395,1.6020519733428955,0.2859709281554251,0.0,6.0
,,"(3, 3)",,,,,,0.0,
Y,R,"[3, 4]",-1.0,-1.0,0.7531771659851074,6.595349073410034,0.7148148170559658,,7.0
R,U,"[2, 4]",-1.0,-2.0,0.2589230537414551,1.9267399311065674,0.6578567568279785,1.0,8.0
B,L,"[2, 3]",-1.0,-3.0,0.15249013900756836,1.4408628940582275,0.28253797260188546,1.0,9.0
G,D,"[3, 3]",0.0,-3.0,0.34416699409484863,1.6520771980285645,0.3013390338101402,1.0,10.0
G,D,"[4, 3]",-1.0,-4.0,0.32616591453552246,2.0666329860687256,0.700871815806036,1.0,11.0
R,U,"[3, 3]",0.0,-4.0,0.21648883819580078,1.5661780834197998,0.35073502609345153,1.0,12.0
,,"(3, 3)",,,,,,1.0,
Y,R,"[3, 4]",-1.0,-1.0,0.5487539768218994,5.585330009460449,0.5027162065452935,,13.0
R,U,"[2, 4]",-1.0,-2.0,0.23705720901489258,1.646216869354248,0.3989245355220929,2.0,14.0
B,L,"[2, 3]",-1.0,-3.0,0.17984509468078613,1.4882898330688477,0.3037999397535112,2.0,15.0
G,D,"[3, 3]",0.0,-3.0,0.24534392356872559,1.7171900272369385,0.47093506495825393,2.0,16.0
G,D,"[4, 3]",-1.0,-4.0,0.6069331169128418,1.9891760349273682,0.3769587612293018,2.0,17.0
G,D,"[5, 3]",-1.0,-5.0,0.3615748882293701,1.9462580680847168,0.5897856807831319,2.0,18.0
,,"(3, 3)",,,,,,2.0,
R,U,"[2, 3]",-1.0,-1.0,0.764150857925415,4.325860023498535,0.282608579073279,,19.0
R,U,"[1, 3]",1.0,0.0,0.7734551429748535,2.3070671558380127,0.5227233073473527,3.0,20.0
G,D,"[2, 3]",0.0,0.0,0.9335010051727295,2.241096019744873,0.297399250745953,3.0,21.0
B,L,"[2, 2]",1.0,1.0,0.42762088775634766,1.7530229091644287,0.31713023870355034,3.0,22.0
Y,R,"[2, 3]",0.0,1.0,0.4638550281524658,1.9291179180145264,0.46296967764016594,3.0,23.0
Y,R,"[2, 4]",-1.0,0.0,0.3504829406738281,1.772017002105713,0.4017518166404883,3.0,24.0
,,"(3, 3)",,,,,,3.0,
R,U,"[2, 3]",-1.0,-1.0,0.29434800148010254,3.5575449466705322,0.3427539778982547,,25.0
R,U,"[1, 3]",1.0,0.0,0.43794918060302734,1.97200608253479,0.5310162095107323,4.0,26.0
R,U,"[0, 3]",0.0,0.0,0.5898439884185791,2.0511438846588135,0.44919664969787326,4.0,27.0
G,D,"[1, 3]",0.0,0.0,0.9537708759307861,2.287864923477173,0.3372052273626102,4.0,28.0
G,D,"[2, 3]",0.0,0.0,0.17545700073242188,1.728166103363037,0.5483468327061041,4.0,29.0
G,D,"[3, 3]",0.0,0.0,0.21514105796813965,1.6860311031341553,0.4677544127880564,4.0,30.0
,,"(3, 3)",,,,,,4.0,
R,U,"[2, 3]",-1.0,-1.0,0.44446611404418945,8.936291933059692,0.7371902161838723,,31.0
R,U,"[1, 3]",1.0,0.0,0.2898738384246826,1.8048479557037354,0.5089590036625035,5.0,32.0
G,D,"[2, 3]",-2.0,0.0,1.473809003829956,3.2577409744262695,0.7497514945705555,5.0,33.0
G,D,"[3, 3]",0.0,0.0,0.17458295822143555,1.6713449954986572,0.4881471892560544,5.0,34.0
R,U,"[2, 3]",0.0,0.0,0.20588207244873047,1.6888320446014404,0.4769322934652639,5.0,35.0
B,L,"[2, 2]",1.0,1.0,0.38344383239746094,2.047969102859497,0.6581851786815598,5.0,36.0
,,"(3, 3)",,,,,,5.0,
B,L,"[3, 2]",1.0,1.0,0.7499139308929443,5.372765064239502,0.7475472853223006,,37.0
R,U,"[2, 2]",1.0,2.0,0.655472993850708,2.119753122329712,0.4510361273295532,6.0,38.0
G,D,"[3, 2]",0.0,2.0,0.5240490436553955,2.048283100128174,0.5160276521217801,6.0,39.0
Y,R,"[3, 3]",0.0,2.0,0.2827742099761963,1.8808619976043701,0.5967178118695902,6.0,40.0
G,D,"[4, 3]",-1.0,1.0,0.9515259265899658,2.519050121307373,0.5659378887956636,6.0,41.0
B,L,"[4, 2]",-1.0,1.0,0.039277076721191406,5.748565196990967,0.5813256552200989,6.0,42.0
,,"(3, 3)",,,,,,6.0,
R,U,"[2, 3]",-2.0,0.0,1.1778199672698975,6.401721000671387,0.5996368222317523,,43.0
R,U,"[1, 3]",1.0,1.0,0.7163112163543701,2.116919994354248,0.383461821008,7.0,44.0
B,L,"[1, 2]",1.0,2.0,0.32375192642211914,1.9677679538726807,0.6343523905979727,7.0,45.0
Y,R,"[1, 3]",0.0,2.0,0.6641180515289307,2.140921115875244,0.47542842335322816,7.0,46.0
G,D,"[2, 3]",0.0,2.0,0.5798139572143555,2.2353620529174805,0.6605768189305348,7.0,47.0
Y,R,"[2, 4]",-1.0,1.0,0.23572897911071777,1.6134300231933594,0.374285627708998,7.0,48.0
,,"(3, 3)",,,,,,7.0,
R,U,"[2, 3]",-1.0,-1.0,0.6160531044006348,4.077419996261597,0.3352445228783161,,49.0
B,L,"[2, 2]",-1.0,-1.0,0.07953190803527832,5.529222011566162,0.31455951097223533,8.0,50.0
B,L,"[2, 1]",1.0,0.0,0.1997208595275879,1.7851529121398926,0.5661530725636654,8.0,51.0
