button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n
G,D,"[4, 3]",-2.0,0.0,4.380098819732666,6.095930099487305,0.6796985666391884,0.0,1.0
G,D,"[5, 3]",-2.0,0.0,1.125558853149414,2.543894052505493,0.37397072970131817,0.0,2.0
G,D,"[6, 3]",0.0,0.0,0.26590895652770996,1.5798051357269287,0.3037086769249513,0.0,3.0
B,L,"[6, 2]",0.0,0.0,0.558927059173584,2.2092549800872803,0.6460623216670851,0.0,4.0
G,D,"[6, 2]",0.0,0.0,0.8050720691680908,2.5419671535491943,0.7211882401410996,0.0,5.0
B,L,"[6, 1]",0.0,0.0,0.3438608646392822,1.991318941116333,0.6459589794770664,0.0,6.0
,,"(3, 3)",,,,,,0.0,
G,D,"[4, 3]",-2.0,0.0,1.200429916381836,8.762457847595215,0.2919850184114709,,7.0
G,D,"[5, 3]",-1.0,-1.0,0.35314011573791504,1.978698968887329,0.6204102343618652,1.0,8.0
B,L,"[5, 2]",-1.0,-2.0,0.15999484062194824,1.681122064590454,0.5182390731254698,1.0,9.0
Y,R,"[5, 3]",0.0,-2.0,0.19786906242370605,1.4972639083862305,0.29921090891236435,1.0,10.0
R,U,"[4, 3]",0.0,-2.0,0.15483713150024414,1.706925868988037,0.5391462531217348,1.0,11.0
G,D,"[5, 3]",0.0,-2.0,0.1508948802947998,1.8028218746185303,0.6584641819128128,1.0,12.0
,,"(3, 3)",,,,,,1.0,
R,U,"[2, 3]",-1.0,-1.0,0.7621479034423828,10.541342973709106,0.39992761129984106,,13.0
G,D,"[3, 3]",0.0,-1.0,0.44722700119018555,1.8588860034942627,0.4088056620288673,2.0,14.0
B,L,"[3, 2]",1.0,0.0,0.21954703330993652,1.7146098613739014,0.48996072019039055,2.0,15.0
B,L,"[3, 1]",1.0,1.0,0.27286219596862793,1.6324138641357422,0.3559302234092864,2.0,16.0
B,L,"[3, 0]",0.0,1.0,0.38429689407348633,1.9029481410980225,0.5086165608143023,2.0,17.0
Y,R,"[3, 1]",0.0,1.0,0.15740108489990234,1.8741319179534912,0.7159464676200831,2.0,18.0
,,"(3, 3)",,,,,,2.0,
B,L,"[3, 2]",1.0,1.0,0.3206639289855957,7.875640869140625,0.4917469329286948,,19.0
B,L,"[3, 1]",1.0,2.0,0.22081804275512695,1.9550018310546875,0.7301487408447337,3.0,20.0
B,L,"[3, 0]",0.0,2.0,0.16639304161071777,1.4516148567199707,0.2651807696596556,3.0,21.0
Y,R,"[3, 1]",0.0,2.0,0.25313520431518555,1.540898084640503,0.2893208943976133,3.0,22.0
R,U,"[2, 1]",1.0,3.0,0.46280813217163086,1.9299659729003906,0.45241025548094704,3.0,23.0
R,U,"[1, 1]",-1.0,2.0,0.17703700065612793,1.5215320587158203,0.34077167497729816,3.0,24.0
,,"(3, 3)",,,,,,3.0,
B,L,"[3, 2]",1.0,1.0,0.4186739921569824,8.067945003509521,0.4752054272731466,,25.0
B,L,"[3, 1]",1.0,2.0,0.23099088668823242,1.6045811176300049,0.37984831932023166,4.0,26.0
R,U,"[2, 1]",1.0,3.0,0.22707581520080566,1.9486920833587646,0.7115377202387929,4.0,27.0
Y,R,"[2, 2]",1.0,4.0,0.19663310050964355,1.440432071685791,0.252440694635833,4.0,28.0
B,L,"[2, 1]",0.0,4.0,0.4067070484161377,2.010266065597534,0.595581350568749,4.0,29.0
Y,R,"[2, 2]",0.0,4.0,0.18491101264953613,1.6689250469207764,0.49796990638653815,4.0,30.0
,,"(3, 3)",,,,,,4.0,
B,L,"[3, 2]",1.0,1.0,0.3149721622467041,10.972290992736816,0.45344143388505354,,31.0
B,L,"[3, 1]",1.0,2.0,0.2592189311981201,1.5789098739624023,0.31587190705023654,5.0,32.0
R,U,"[2, 1]",1.0,3.0,0.2238929271697998,1.5096220970153809,0.27538564733139204,5.0,33.0
Y,R,"[2, 2]",1.0,4.0,0.25296497344970703,1.5712089538574219,0.3134209078546243,5.0,34.0
Y,R,"[2, 3]",-1.0,3.0,0.18390607833862305,1.9238150119781494,0.7201210663669887,5.0,35.0
G,D,"[3, 3]",0.0,3.0,0.19914913177490234,1.6243538856506348,0.42791306712531285,5.0,36.0
,,"(3, 3)",,,,,,5.0,
B,L,"[3, 2]",1.0,1.0,0.42444801330566406,8.10851001739502,0.5361687483178809,,37.0
B,L,"[3, 1]",1.0,2.0,0.27440309524536133,1.9284560680389404,0.6479349640571418,6.0,38.0
