current_quadrant	new_quadrant	directional_choice	arm_choice			
1	2	R	yellow_box			
2	1	L	blue_box			
3	4	R	yellow_box			
4	3	L	blue_box			
						
						
						
						
						
						
						
						
						
						
						
						
						
						 
