button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n,trial_type
Y,R,"[6, 7]",0.0,0.0,0.30082011222839355,1.82509183883667,0.5092317885764088,0.0,1.0,0.0
G,D,"[7, 7]",-2.0,0.0,4.1079370975494385,5.525987863540649,0.4516926474884423,0.0,2.0,0.0
R,U,"[6, 7]",0.0,0.0,0.4032769203186035,1.7396149635314941,0.3414347694988069,0.0,3.0,0.0
Y,R,"[6, 8]",1.0,1.0,0.7597951889038086,2.121062994003296,0.3623533107259678,0.0,4.0,0.0
Y,R,"[6, 9]",-2.0,1.0,1.1154611110687256,2.6947319507598877,0.6066964978445644,0.0,5.0,0.0
G,D,"[7, 9]",0.0,1.0,0.5911061763763428,2.2265939712524414,0.6332024668081999,0.0,6.0,0.0
B,L,"[7, 8]",0.0,1.0,0.2956829071044922,2.00496506690979,0.7047258034790247,0.0,7.0,0.0
Y,R,"[7, 9]",0.0,1.0,0.2856791019439697,1.7201039791107178,0.4416711846710983,0.0,8.0,0.0
Y,R,"[7, 10]",0.0,1.0,0.2550239562988281,1.777259111404419,0.5354472680505176,0.0,9.0,0.0
R,U,"[6, 10]",1.0,2.0,0.2707498073577881,1.774717092514038,0.5101352785805231,0.0,10.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",-1.0,0.0,0.09949278831481934,7.861675024032593,0.5882344797405015,1.0,11.0,0.0
G,D,"[6, 6]",0.0,0.0,0.3698770999908447,1.711331844329834,0.333146129919708,1.0,12.0,0.0
B,L,"[6, 5]",0.0,0.0,0.3286099433898926,1.622549057006836,0.2890214063951869,1.0,13.0,0.0
Y,R,"[6, 6]",0.0,0.0,0.2729170322418213,1.9574849605560303,0.6960952222905359,1.0,14.0,0.0
Y,R,"[6, 7]",0.0,0.0,0.20014500617980957,1.8798058032989502,0.6758095488740867,1.0,15.0,0.0
R,U,"[5, 7]",1.0,1.0,0.25156712532043457,1.959907054901123,0.7189634727920582,1.0,16.0,0.0
R,U,"[4, 7]",0.0,1.0,0.39187192916870117,2.080889940261841,0.6832576427385175,1.0,17.0,0.0
Y,R,"[4, 8]",0.0,1.0,0.22853589057922363,1.5593860149383545,0.3261832904176155,1.0,18.0,0.0
G,D,"[5, 8]",1.0,2.0,0.27246904373168945,1.9626491069793701,0.6885023877030572,1.0,19.0,0.0
B,L,"[5, 7]",0.0,2.0,0.20981884002685547,1.9553229808807373,0.743764592794796,1.0,20.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.11942315101623535,3.1166598796844482,0.49391110500744767,2.0,21.0,0.0
R,U,"[4, 6]",0.0,1.0,0.9847731590270996,2.4870400428771973,0.5142859128188279,2.0,22.0,0.0
Y,R,"[4, 7]",0.0,1.0,0.3180868625640869,1.9953649044036865,0.6764825500316125,2.0,23.0,0.0
G,D,"[5, 7]",1.0,2.0,0.23469805717468262,1.926783800125122,0.7027412806680925,2.0,24.0,0.0
B,L,"[5, 6]",0.0,2.0,0.258328914642334,1.626335859298706,0.3627038749420357,2.0,25.0,0.0
R,U,"[4, 6]",0.0,2.0,0.25805187225341797,1.9089128971099854,0.6380818872509038,2.0,26.0,0.0
Y,R,"[4, 7]",0.0,2.0,0.5035200119018555,1.8394129276275635,0.3443493917931766,2.0,27.0,0.0
G,D,"[5, 7]",0.0,2.0,0.29372406005859375,1.9698400497436523,0.6805199811200967,2.0,28.0,0.0
B,L,"[5, 6]",0.0,2.0,0.294435977935791,1.735239028930664,0.4325757080448713,2.0,29.0,0.0
B,L,"[5, 5]",0.0,2.0,0.4970719814300537,2.1441280841827393,0.6432755974096591,2.0,30.0,0.0
,,"(6, 6)",,,,,,,,
Y,R,"[6, 7]",0.0,0.0,0.7592201232910156,3.8440141677856445,0.5206534435673572,3.0,31.0,0.0
R,U,"[5, 7]",1.0,1.0,0.15057706832885742,1.4211599826812744,0.27539221037446643,3.0,32.0,0.0
Y,R,"[5, 8]",1.0,2.0,0.5629739761352539,2.2413289546966553,0.6829126972997084,3.0,33.0,0.0
G,D,"[6, 8]",1.0,3.0,0.244920015335083,1.831063985824585,0.5807450707390898,3.0,34.0,0.0
B,L,"[6, 7]",0.0,3.0,0.20960307121276855,1.5795440673828125,0.3604865503775482,3.0,35.0,0.0
Y,R,"[6, 8]",0.0,3.0,0.43626904487609863,1.7400391101837158,0.3172571043622134,3.0,36.0,0.0
R,U,"[5, 8]",0.0,3.0,0.6504769325256348,2.3481781482696533,0.6982978195001703,3.0,37.0,0.0
Y,R,"[5, 9]",0.0,3.0,0.23275089263916016,1.8782539367675781,0.6432878400136848,3.0,38.0,0.0
G,D,"[6, 9]",1.0,4.0,0.18625688552856445,1.711108922958374,0.5378075158416514,3.0,39.0,0.0
B,L,"[6, 8]",0.0,4.0,0.2923600673675537,1.6537680625915527,0.3583787716505509,3.0,40.0,0.0
,,"(6, 6)",,,,,,,,
Y,R,"[6, 7]",-2.0,0.0,1.4446899890899658,4.900104999542236,0.5915193872841218,4.0,41.0,0.0
Y,R,"[6, 8]",1.0,1.0,0.24449801445007324,1.923443078994751,0.6815439138680999,4.0,42.0,0.0
R,U,"[5, 8]",1.0,2.0,0.2614319324493408,1.799818992614746,0.5314835350793174,4.0,43.0,0.0
G,D,"[6, 8]",0.0,2.0,0.33314013481140137,1.8103570938110352,0.47523326617264927,4.0,44.0,0.0
B,L,"[6, 7]",0.0,2.0,0.35703182220458984,1.9560370445251465,0.5977777842962653,4.0,45.0,0.0
G,D,"[7, 7]",0.0,2.0,0.520427942276001,1.77105712890625,0.252419625239455,4.0,46.0,0.0
R,U,"[6, 7]",0.0,2.0,0.35375094413757324,1.6508469581604004,0.303131416032358,4.0,47.0,0.0
Y,R,"[6, 8]",-1.0,2.0,0.02898406982421875,5.371738910675049,0.27494144638899587,4.0,48.0,0.0
Y,R,"[6, 9]",1.0,3.0,0.3060910701751709,1.7347509860992432,0.426075617567248,4.0,49.0,0.0
R,U,"[5, 9]",0.0,3.0,0.28470611572265625,1.6381559371948242,0.3643699336163093,4.0,50.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.6732578277587891,5.008497953414917,0.5729872711973811,5.0,51.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.31765198707580566,1.8153941631317139,0.5047312700121851,5.0,52.0,0.0
R,U,"[4, 7]",0.0,2.0,0.29909706115722656,1.5963349342346191,0.3012455642511732,5.0,53.0,0.0
G,D,"[5, 7]",0.0,2.0,0.31729817390441895,1.701934814453125,0.38655866667980626,5.0,54.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.540963888168335,1.952949047088623,0.405894295407783,5.0,55.0,0.0
B,L,"[5, 7]",0.0,3.0,0.3199279308319092,1.7462279796600342,0.4354188698399291,5.0,56.0,0.0
G,D,"[6, 7]",0.0,3.0,0.2738959789276123,1.632889986038208,0.351790450772844,5.0,57.0,0.0
R,U,"[5, 7]",0.0,3.0,0.21167302131652832,1.7849931716918945,0.5697926250144159,5.0,58.0,0.0
Y,R,"[5, 8]",0.0,3.0,0.188277006149292,1.7287089824676514,0.5484880399259544,5.0,59.0,0.0
G,D,"[6, 8]",-1.0,3.0,0.035331010818481445,5.462284088134766,0.3606906915881967,5.0,60.0,0.0
,,"(6, 6)",,,,,,,,
Y,R,"[6, 7]",0.0,0.0,0.9343891143798828,3.9420981407165527,0.25286464400122505,6.0,61.0,0.0
Y,R,"[6, 8]",1.0,1.0,0.4118161201477051,1.881937026977539,0.4678189565818136,6.0,62.0,0.0
R,U,"[5, 8]",1.0,2.0,0.2695889472961426,1.9757330417633057,0.709814263132754,6.0,63.0,0.0
