button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n,trial_type
R,U,"[5, 6]",-2.0,0.0,1.1028320789337158,2.6891520023345947,0.5563169471562838,0.0,1.0,0.0
Y,R,"[5, 7]",1.0,1.0,0.2264699935913086,1.6917169094085693,0.3652928315449896,0.0,2.0,0.0
Y,R,"[5, 8]",1.0,2.0,0.21323800086975098,1.9975697994232178,0.6791785636096722,0.0,3.0,0.0
G,D,"[6, 8]",1.0,3.0,0.1680910587310791,1.7283039093017578,0.4577800850009488,0.0,4.0,0.0
G,D,"[7, 8]",0.0,3.0,0.22600698471069336,1.5918679237365723,0.2664046867412688,0.0,5.0,0.0
Y,R,"[7, 9]",0.0,3.0,0.3455348014831543,1.7186779975891113,0.26860529550646023,0.0,6.0,0.0
R,U,"[6, 9]",1.0,4.0,0.2521631717681885,1.974647045135498,0.6261432687519983,0.0,7.0,0.0
R,U,"[5, 9]",0.0,4.0,0.1540679931640625,1.4912941455841064,0.2512795917047273,0.0,8.0,0.0
R,U,"[4, 9]",1.0,5.0,0.2213129997253418,1.7903048992156982,0.44132827310109474,0.0,9.0,0.0
R,U,"[3, 9]",1.0,6.0,0.37002015113830566,1.791553020477295,0.3332290981334952,0.0,10.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.3639049530029297,4.516994953155518,0.6999539500194684,1.0,11.0,0.0
Y,R,"[5, 7]",-1.0,1.0,0.08376502990722656,5.780313014984131,0.5637189384043682,1.0,12.0,0.0
Y,R,"[5, 8]",1.0,2.0,0.21070504188537598,2.042799949645996,0.7231429342074097,1.0,13.0,0.0
Y,R,"[5, 9]",0.0,2.0,0.20019817352294922,2.020800828933716,0.7272212118166494,1.0,14.0,0.0
Y,R,"[5, 10]",1.0,3.0,0.287506103515625,1.9852569103240967,0.5960533580398143,1.0,15.0,0.0
Y,R,"[5, 11]",0.0,3.0,0.36254000663757324,1.7925000190734863,0.3220973165347288,1.0,16.0,0.0
R,U,"[4, 11]",0.0,3.0,0.24881696701049805,1.910999059677124,0.5664856136801851,1.0,17.0,0.0
R,U,"[3, 11]",0.0,3.0,0.22019696235656738,1.8146209716796875,0.4811450639596777,1.0,18.0,0.0
