button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n,trial_type
Y,R,"[6, 7]",0.0,0.0,0.26512908935546875,1.9189040660858154,0.5558191553858753,0.0,1.0,0.0
G,D,"[7, 7]",-2.0,0.0,3.7574288845062256,5.496188163757324,0.72566168236028,0.0,2.0,0.0
G,D,"[8, 7]",0.0,0.0,0.3693971633911133,1.925173044204712,0.4692362274049193,0.0,3.0,0.0
Y,R,"[8, 8]",0.0,0.0,0.6767969131469727,2.381093978881836,0.6183368715202119,0.0,4.0,0.0
G,D,"[9, 8]",-2.0,0.0,3.1495630741119385,4.666494131088257,0.4869976882526965,0.0,5.0,0.0
R,U,"[8, 8]",-2.0,0.0,3.5373151302337646,5.28936505317688,0.7274037220686692,0.0,6.0,0.0
G,D,"[9, 8]",-1.0,0.0,0.08681011199951172,5.7603771686553955,0.5385318276550223,0.0,7.0,0.0
B,L,"[9, 7]",0.0,0.0,0.23593807220458984,1.7811648845672607,0.4534484645478375,0.0,8.0,0.0
Y,R,"[9, 8]",0.0,0.0,0.25619006156921387,1.7502708435058594,0.3874916532772924,0.0,9.0,0.0
Y,R,"[9, 9]",0.0,0.0,0.2652909755706787,1.8901770114898682,0.5278521517503174,0.0,10.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.7340939044952393,6.559437036514282,0.6378867381430269,1.0,11.0,0.0
G,D,"[6, 6]",0.0,1.0,0.2559049129486084,1.9799718856811523,0.6182690984061181,1.0,12.0,0.0
R,U,"[5, 6]",0.0,1.0,0.29362010955810547,2.0309290885925293,0.6326047825736878,1.0,13.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.22031807899475098,1.9017250537872314,0.584985151394613,1.0,14.0,0.0
B,L,"[5, 6]",0.0,2.0,0.29418301582336426,1.7533562183380127,0.35529414799063214,1.0,15.0,0.0
Y,R,"[5, 7]",-2.0,2.0,3.367319107055664,4.8099329471588135,0.41578308778129697,1.0,16.0,0.0
B,L,"[5, 6]",0.0,2.0,0.25196194648742676,2.065500020980835,0.71431374088611,1.0,17.0,0.0
G,D,"[6, 6]",0.0,2.0,0.25728607177734375,1.9067950248718262,0.5380627741019127,1.0,18.0,0.0
R,U,"[5, 6]",0.0,2.0,0.2845301628112793,1.9926321506500244,0.6144462523301368,1.0,19.0,0.0
R,U,"[4, 6]",0.0,2.0,0.26383185386657715,1.77675199508667,0.4082213119868019,1.0,20.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.36913418769836426,4.1292150020599365,0.5377593369426578,2.0,21.0,0.0
G,D,"[6, 6]",0.0,1.0,0.4698178768157959,2.1020898818969727,0.5399034711045702,2.0,22.0,0.0
R,U,"[5, 6]",0.0,1.0,0.5809710025787354,2.229423999786377,0.5528282984025575,2.0,23.0,0.0
B,L,"[5, 5]",0.0,1.0,0.23154687881469727,1.675915002822876,0.34576750492777925,2.0,24.0,0.0
Y,R,"[5, 6]",0.0,1.0,0.2488410472869873,2.0857880115509033,0.7480692558051409,2.0,25.0,0.0
G,D,"[6, 6]",0.0,1.0,0.254378080368042,1.8681750297546387,0.5166530318850329,2.0,26.0,0.0
R,U,"[5, 6]",0.0,1.0,0.22719979286193848,1.8236827850341797,0.4904769510673737,2.0,27.0,0.0
G,D,"[6, 6]",0.0,1.0,0.10269284248352051,1.466723918914795,0.2742714146056203,2.0,28.0,0.0
B,L,"[6, 5]",0.0,1.0,0.2628309726715088,1.6396498680114746,0.2806467352304801,2.0,29.0,0.0
R,U,"[5, 5]",0.0,1.0,0.22800302505493164,1.794719934463501,0.4579423128896265,2.0,30.0,0.0
,,"(6, 6)",,,,,,,,
G,D,"[7, 6]",0.0,0.0,0.4512510299682617,3.102747917175293,0.36012511247199414,3.0,31.0,0.0
Y,R,"[7, 7]",0.0,0.0,0.11017704010009766,1.7657771110534668,0.5586486355741282,3.0,32.0,0.0
R,U,"[6, 7]",0.0,0.0,0.25550103187561035,1.621434211730957,0.26322541041789466,3.0,33.0,0.0
B,L,"[6, 6]",0.0,0.0,0.270582914352417,1.997654914855957,0.6268867014736317,3.0,34.0,0.0
G,D,"[7, 6]",0.0,0.0,0.27979302406311035,2.025481939315796,0.6519219965481117,3.0,35.0,0.0
Y,R,"[7, 7]",0.0,0.0,0.3317148685455322,1.9957780838012695,0.5640923902948718,3.0,36.0,0.0
Y,R,"[7, 8]",-1.0,0.0,0.0067369937896728516,5.608609914779663,0.47195147670847254,3.0,37.0,0.0
Y,R,"[7, 9]",0.0,0.0,0.23873209953308105,1.8390419483184814,0.4940334498670004,3.0,38.0,0.0
G,D,"[8, 9]",0.0,0.0,0.2624781131744385,1.9978830814361572,0.6416363454956266,3.0,39.0,0.0
R,U,"[7, 9]",0.0,0.0,0.3096778392791748,1.9153470993041992,0.5069010114448275,3.0,40.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.7047419548034668,5.980835914611816,0.7035604278029781,4.0,41.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.24782991409301758,1.9423410892486572,0.5960759073867579,4.0,42.0,0.0
G,D,"[6, 7]",0.0,2.0,0.4109208583831787,2.065690040588379,0.544900605425754,4.0,43.0,0.0
B,L,"[6, 6]",0.0,2.0,0.34595394134521484,1.9203062057495117,0.4817473276035056,4.0,44.0,0.0
R,U,"[5, 6]",0.0,2.0,0.44868898391723633,2.1159980297088623,0.5642702451889381,4.0,45.0,0.0
Y,R,"[5, 7]",0.0,2.0,0.25128889083862305,2.0077550411224365,0.65530399913112,4.0,46.0,0.0
R,U,"[4, 7]",0.0,2.0,0.3720970153808594,1.9138679504394531,0.452586952863987,4.0,47.0,0.0
B,L,"[4, 6]",0.0,2.0,0.23464703559875488,1.716719150543213,0.3858676806905346,4.0,48.0,0.0
G,D,"[5, 6]",0.0,2.0,0.23782706260681152,1.581191062927246,0.2504119284938177,4.0,49.0,0.0
B,L,"[5, 5]",0.0,2.0,0.2945699691772461,2.0414018630981445,0.6415035432190781,4.0,50.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.6064920425415039,3.2031021118164062,0.27790820575424807,5.0,51.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.3543858528137207,1.9874260425567627,0.5486225592449101,5.0,52.0,0.0
G,D,"[6, 7]",-2.0,2.0,2.4266819953918457,3.9411189556121826,0.4729732833875405,5.0,53.0,0.0
G,D,"[7, 7]",0.0,2.0,0.2573418617248535,2.0972189903259277,0.7366734684054366,5.0,54.0,0.0
G,D,"[8, 7]",-1.0,2.0,0.09937214851379395,5.831424951553345,0.6015210763198815,5.0,55.0,0.0
G,D,"[9, 7]",0.0,2.0,0.44147300720214844,1.8825891017913818,0.3345348983600741,5.0,56.0,0.0
