button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n,trial_type
G,D,"[7, 6]",-2.0,0.0,4.354290008544922,5.8231940269470215,0.4240933001962722,0.0,1.0,0.0
B,L,"[7, 5]",-2.0,0.0,1.5383169651031494,2.9684109687805176,0.3926792263432393,0.0,2.0,0.0
R,U,"[6, 5]",-2.0,0.0,1.2846159934997559,3.049949884414673,0.7422609865831624,0.0,3.0,0.0
R,U,"[5, 5]",0.0,0.0,0.2933330535888672,2.0349719524383545,0.7439718131933399,0.0,4.0,0.0
R,U,"[4, 5]",0.0,0.0,0.6706399917602539,2.208014965057373,0.5522513481616638,0.0,5.0,0.0
B,L,"[4, 4]",-2.0,0.0,1.0813839435577393,2.704404830932617,0.5899619598474413,0.0,6.0,0.0
G,D,"[5, 4]",-2.0,0.0,1.1626029014587402,2.8294429779052734,0.6361735392150258,0.0,7.0,0.0
G,D,"[6, 4]",0.0,0.0,0.9693758487701416,2.4561400413513184,0.4757939263568281,0.0,8.0,0.0
B,L,"[6, 3]",-2.0,0.0,1.0793490409851074,2.630159854888916,0.5225691805928505,0.0,9.0,0.0
Y,R,"[6, 4]",-2.0,0.0,1.7050280570983887,3.082314968109131,0.35525474454564526,0.0,10.0,0.0
,,"(6, 6)",,,,,,0.0,,
B,L,"[6, 5]",-2.0,0.0,1.0207290649414062,16.182419061660767,0.2547338335320023,,11.0,0.0
G,D,"[7, 5]",0.0,0.0,0.14611387252807617,1.442854881286621,0.29756884548259366,1.0,12.0,0.0
G,D,"[8, 5]",0.0,0.0,0.3661479949951172,1.7215631008148193,0.35252339487559026,1.0,13.0,0.0
B,L,"[8, 4]",0.0,0.0,0.6607298851013184,2.152456045150757,0.4882481272288744,1.0,14.0,0.0
G,D,"[9, 4]",0.0,0.0,0.5297129154205322,2.258340835571289,0.7295843459218144,1.0,15.0,0.0
R,U,"[8, 4]",0.0,0.0,0.18085098266601562,1.7341678142547607,0.547408618228407,1.0,16.0,0.0
R,U,"[7, 4]",0.0,0.0,0.7927348613739014,2.2650420665740967,0.46251130686438235,1.0,17.0,0.0
R,U,"[6, 4]",-1.0,0.0,0.048768043518066406,5.529857873916626,0.35928352771601274,1.0,18.0,0.0
B,L,"[6, 3]",0.0,0.0,0.6846528053283691,2.1457459926605225,0.47171622477501685,1.0,19.0,0.0
R,U,"[5, 3]",0.0,0.0,0.6469380855560303,1.8989500999450684,0.2541805270472008,1.0,20.0,0.0
,,"(6, 6)",,,,,,1.0,,
B,L,"[6, 5]",0.0,0.0,0.7424418926239014,13.482747077941895,0.3039230249079543,,21.0,0.0
B,L,"[6, 4]",0.0,0.0,0.20362591743469238,1.5817279815673828,0.36885142826858586,2.0,22.0,0.0
G,D,"[7, 4]",0.0,0.0,0.12978601455688477,1.6904289722442627,0.5589613730682846,2.0,23.0,0.0
Y,R,"[7, 5]",0.0,0.0,0.6496419906616211,2.1326141357421875,0.4919576022374701,2.0,24.0,0.0
R,U,"[6, 5]",0.0,0.0,0.37708091735839844,1.7283861637115479,0.35373786469513474,2.0,25.0,0.0
B,L,"[6, 4]",0.0,0.0,0.2835879325866699,1.8998651504516602,0.6198895163619261,2.0,26.0,0.0
R,U,"[5, 4]",0.0,0.0,0.10604500770568848,1.7780358791351318,0.6647369537722443,2.0,27.0,0.0
B,L,"[5, 3]",0.0,0.0,0.22466206550598145,1.7864999771118164,0.5514035971815126,2.0,28.0,0.0
Y,R,"[5, 4]",0.0,0.0,0.9195029735565186,2.338150978088379,0.40652503444291876,2.0,29.0,0.0
Y,R,"[5, 5]",0.0,0.0,0.9822661876678467,2.390347957611084,0.4134709544055688,2.0,30.0,0.0
,,"(6, 6)",,,,,,2.0,,
B,L,"[6, 5]",0.0,0.0,0.8693249225616455,8.225745916366577,0.722433701280853,,31.0,0.0
B,L,"[6, 4]",0.0,0.0,0.43468809127807617,2.0853967666625977,0.6579678391398023,3.0,32.0,0.0
B,L,"[6, 3]",0.0,0.0,0.22541093826293945,1.5686988830566406,0.34369641742685264,3.0,33.0,0.0
B,L,"[6, 2]",0.0,0.0,0.13786602020263672,1.5932879447937012,0.4534937274183146,3.0,34.0,0.0
R,U,"[5, 2]",0.0,0.0,0.42486000061035156,2.158783197402954,0.7288304311571291,3.0,35.0,0.0
G,D,"[6, 2]",0.0,0.0,0.5209338665008545,1.8852009773254395,0.3644669916771719,3.0,36.0,0.0
B,L,"[6, 1]",-2.0,0.0,1.0898900032043457,2.478278875350952,0.3428709652508186,3.0,37.0,0.0
G,D,"[7, 1]",0.0,0.0,0.9695580005645752,2.260776996612549,0.30372479024345683,3.0,38.0,0.0
G,D,"[8, 1]",0.0,0.0,0.4408900737762451,1.7919719219207764,0.3455916657890502,3.0,39.0,0.0
Y,R,"[8, 2]",0.0,0.0,0.30056309700012207,1.6221020221710205,0.33452717535594256,3.0,40.0,0.0
,,"(6, 6)",,,,,,3.0,,
Y,R,"[6, 7]",0.0,0.0,0.9180519580841064,7.233999967575073,0.4351172196984004,,41.0,0.0
Y,R,"[6, 8]",1.0,1.0,0.2542569637298584,1.8695380687713623,0.6044698547513765,4.0,42.0,0.0
Y,R,"[6, 9]",1.0,2.0,0.6636219024658203,2.1422221660614014,0.46356779798737097,4.0,43.0,0.0
Y,R,"[6, 10]",1.0,3.0,0.3735499382019043,1.8507721424102783,0.4645158673866999,4.0,44.0,0.0
Y,R,"[6, 11]",0.0,3.0,0.20865988731384277,1.5638890266418457,0.3451615061947281,4.0,45.0,0.0
R,U,"[5, 11]",0.0,3.0,0.12917208671569824,1.8341901302337646,0.7124218611013873,4.0,46.0,0.0
Y,R,"[5, 12]",-3.0,3.0,0.2230820655822754,1.525482177734375,0.28828138766792055,4.0,47.0,0.0
Y,R,"[5, 11]",0.0,3.0,0.4538848400115967,2.169097900390625,0.7070426221253754,4.0,48.0,0.0
B,L,"[5, 10]",1.0,4.0,0.3985569477081299,1.670724868774414,0.2615325650212515,4.0,49.0,0.0
B,L,"[5, 9]",0.0,4.0,0.21408295631408691,1.4590508937835693,0.25416882583943046,4.0,50.0,0.0
,,"(6, 6)",,,,,,4.0,,
G,D,"[7, 6]",0.0,0.0,0.4167208671569824,4.3512349128723145,0.25533179151102675,,51.0,0.0
B,L,"[7, 5]",0.0,0.0,0.22148704528808594,1.4848809242248535,0.2569544404873149,5.0,52.0,0.0
Y,R,"[7, 6]",0.0,0.0,0.13645005226135254,1.843966007232666,0.700430820832298,5.0,53.0,0.0
G,D,"[8, 6]",0.0,0.0,0.13541913032531738,1.7524738311767578,0.6197296601209237,5.0,54.0,0.0
G,D,"[9, 6]",-1.0,0.0,0.03574490547180176,5.706115007400513,0.5426699714260941,5.0,55.0,0.0
G,D,"[10, 6]",0.0,0.0,0.20847702026367188,1.9218339920043945,0.71455887721646,5.0,56.0,0.0
B,L,"[10, 5]",0.0,0.0,0.19253993034362793,1.504626989364624,0.30281676575624594,5.0,57.0,0.0
R,U,"[9, 5]",0.0,0.0,0.6214931011199951,2.240554094314575,0.6098100596322507,5.0,58.0,0.0
Y,R,"[9, 6]",-1.0,0.0,0.0262911319732666,5.455177068710327,0.3155184935533687,5.0,59.0,0.0
Y,R,"[9, 7]",0.0,0.0,0.4664628505706787,1.9602789878845215,0.492311901603467,5.0,60.0,0.0
,,"(6, 6)",,,,,,5.0,,
G,D,"[7, 6]",0.0,0.0,0.751011848449707,4.501788854598999,0.4442458908408874,,61.0,0.0
B,L,"[7, 5]",0.0,0.0,0.10286593437194824,1.426283836364746,0.3207398795202601,6.0,62.0,0.0
B,L,"[7, 4]",0.0,0.0,0.22201895713806152,1.710664987564087,0.48112995719052676,6.0,63.0,0.0
G,D,"[8, 4]",-1.0,0.0,0.010974884033203125,5.5920960903167725,0.4567124205263728,6.0,64.0,0.0
B,L,"[8, 3]",0.0,0.0,0.561535120010376,2.2120721340179443,0.6520046079301777,6.0,65.0,0.0
R,U,"[7, 3]",0.0,0.0,0.21636390686035156,1.477504014968872,0.2632527154695559,6.0,66.0,0.0
R,U,"[6, 3]",0.0,0.0,0.428739070892334,1.945214033126831,0.5083561746865336,6.0,67.0,0.0
Y,R,"[6, 4]",0.0,0.0,0.20262908935546875,1.8550338745117188,0.6632886706762511,6.0,68.0,0.0
B,L,"[6, 3]",0.0,0.0,0.38700103759765625,1.7516429424285889,0.34838068220138396,6.0,69.0,0.0
R,U,"[5, 3]",0.0,0.0,0.18993592262268066,1.467745065689087,0.2664030327135703,6.0,70.0,0.0
,,"(6, 6)",,,,,,6.0,,
Y,R,"[6, 7]",0.0,0.0,0.9688880443572998,4.437564849853516,0.7200672256289475,,71.0,0.0
B,L,"[6, 6]",0.0,0.0,0.11119389533996582,1.755018949508667,0.6418935894748997,7.0,72.0,0.0
G,D,"[7, 6]",0.0,0.0,0.46724796295166016,1.8501169681549072,0.39221143652787716,7.0,73.0,0.0
G,D,"[8, 6]",0.0,0.0,0.7150628566741943,2.3793938159942627,0.6714706442501366,7.0,74.0,0.0
R,U,"[7, 6]",0.0,0.0,0.5768120288848877,2.0023179054260254,0.42402226220461037,7.0,75.0,0.0
B,L,"[7, 5]",0.0,0.0,0.45705294609069824,2.029949903488159,0.5704124596793243,7.0,76.0,0.0
G,D,"[8, 5]",0.0,0.0,0.4176020622253418,1.693207025527954,0.26385868576871,7.0,77.0,0.0
R,U,"[7, 5]",0.0,0.0,0.32275390625,1.9638919830322266,0.6275240084358363,7.0,78.0,0.0
G,D,"[8, 5]",0.0,0.0,0.33797717094421387,1.753108024597168,0.4140747670877628,7.0,79.0,0.0
Y,R,"[8, 6]",0.0,0.0,0.12047481536865234,1.3898770809173584,0.2541324510730928,7.0,80.0,0.0
,,"(6, 6)",,,,,,7.0,,
G,D,"[7, 6]",0.0,0.0,0.5367109775543213,5.323632001876831,0.36116213708350137,,81.0,0.0
Y,R,"[7, 7]",0.0,0.0,0.39854001998901367,2.090217113494873,0.7009229307615923,8.0,82.0,0.0
Y,R,"[7, 8]",0.0,0.0,0.15266895294189453,1.809541940689087,0.6438856512336876,8.0,83.0,0.0
R,U,"[6, 8]",1.0,1.0,0.5185520648956299,2.0759990215301514,0.5532887377980661,8.0,84.0,0.0
R,U,"[5, 8]",1.0,2.0,0.12949395179748535,1.8007879257202148,0.6706275358947269,8.0,85.0,0.0
R,U,"[4, 8]",0.0,2.0,0.32754015922546387,1.871574878692627,0.5424894561918805,8.0,86.0,0.0
G,D,"[5, 8]",0.0,2.0,0.4868450164794922,1.818068027496338,0.32731620519705024,8.0,87.0,0.0
G,D,"[6, 8]",-1.0,2.0,0.079254150390625,5.850975036621094,0.644541218686771,8.0,88.0,0.0
R,U,"[5, 8]",0.0,2.0,0.2384178638458252,1.5713660717010498,0.33301111442163406,8.0,89.0,0.0
R,U,"[4, 8]",0.0,2.0,0.18928885459899902,1.729569911956787,0.5291758853412716,8.0,90.0,0.0
,,"(6, 6)",,,,,,8.0,,
