button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n,trial_type
B,L,"[6, 5]",-2.0,0.0,1.8154218196868896,3.216719150543213,0.36753795625242663,0.0,1.0,0.0
B,L,"[6, 4]",0.0,0.0,0.7329399585723877,2.1869449615478516,0.3544721039019711,0.0,2.0,0.0
G,D,"[7, 4]",0.0,0.0,0.5085830688476562,2.2889938354492188,0.676481777803845,0.0,3.0,0.0
R,U,"[6, 4]",-2.0,0.0,1.0513999462127686,2.637643814086914,0.5644374493503712,0.0,4.0,0.0
R,U,"[5, 4]",-2.0,0.0,4.456712007522583,5.9464709758758545,0.44437802354064954,0.0,5.0,0.0
R,U,"[4, 4]",0.0,0.0,0.2664308547973633,2.096450090408325,0.7406675261684815,0.0,6.0,0.0
Y,R,"[4, 5]",0.0,0.0,0.3545811176300049,2.1897671222686768,0.7469532868825066,0.0,7.0,0.0
B,L,"[4, 4]",0.0,0.0,0.3324699401855469,2.0273780822753906,0.5913277530595953,0.0,8.0,0.0
G,D,"[5, 4]",0.0,0.0,0.21287798881530762,1.6286580562591553,0.32008700544615004,0.0,9.0,0.0
Y,R,"[5, 5]",0.0,0.0,0.2316880226135254,1.663144826889038,0.33324649876173135,0.0,10.0,0.0
,,"(6, 6)",,,,,,,,
Y,R,"[6, 7]",0.0,0.0,0.4541311264038086,6.602558851242065,0.552541095960705,1.0,11.0,0.0
R,U,"[5, 7]",1.0,1.0,0.4614739418029785,1.8755440711975098,0.31151034070703487,1.0,12.0,0.0
R,U,"[4, 7]",0.0,1.0,0.3328671455383301,1.863534927368164,0.44170725161962004,1.0,13.0,0.0
G,D,"[5, 7]",0.0,1.0,0.27321410179138184,1.6982488632202148,0.3233266550828847,1.0,14.0,0.0
B,L,"[5, 6]",1.0,2.0,0.22402501106262207,1.9556219577789307,0.6286766881164298,1.0,15.0,0.0
G,D,"[6, 6]",0.0,2.0,0.3140580654144287,1.9163169860839844,0.5118363879142869,1.0,16.0,0.0
Y,R,"[6, 7]",0.0,2.0,0.21761512756347656,1.5955688953399658,0.29090999515267296,1.0,17.0,0.0
R,U,"[5, 7]",-2.0,2.0,1.432424783706665,2.7657699584960938,0.3067724247857241,1.0,18.0,0.0
R,U,"[4, 7]",0.0,2.0,0.25092005729675293,2.0359761714935303,0.692648973585424,1.0,19.0,0.0
B,L,"[4, 6]",0.0,2.0,0.20070481300354004,1.7042720317840576,0.41337255284874497,1.0,20.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.420881986618042,5.14865517616272,0.7288292091906148,2.0,21.0,0.0
B,L,"[5, 5]",0.0,1.0,0.2079181671142578,1.724457025527954,0.420247830089124,2.0,22.0,0.0
G,D,"[6, 5]",0.0,1.0,0.34368395805358887,1.8662731647491455,0.4197327823999429,2.0,23.0,0.0
Y,R,"[6, 6]",0.0,1.0,0.2511591911315918,1.6488730907440186,0.30212304202647444,2.0,24.0,0.0
