button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n,trial_type
B,L,"[6, 5]",-2.0,0.0,1.3806061744689941,3.108186960220337,0.7421419920358521,0.0,1.0,0.0
R,U,"[5, 5]",0.0,0.0,0.40371012687683105,1.8654670715332031,0.4743501339612189,0.0,2.0,0.0
Y,R,"[5, 6]",1.0,1.0,0.4309968948364258,1.735062837600708,0.3096305796708216,0.0,3.0,0.0
G,D,"[6, 6]",0.0,1.0,0.7746119499206543,2.3039638996124268,0.5300261975230975,0.0,4.0,0.0
Y,R,"[6, 7]",0.0,1.0,0.3909909725189209,1.7658100128173828,0.36259414348979446,0.0,5.0,0.0
B,L,"[6, 6]",0.0,1.0,0.2342519760131836,1.6485629081726074,0.4110840210309279,0.0,6.0,0.0
R,U,"[5, 6]",0.0,1.0,0.2719230651855469,1.5420379638671875,0.28642842568962734,0.0,7.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.4509119987487793,1.8773560523986816,0.43034317592418264,0.0,8.0,0.0
R,U,"[4, 7]",0.0,2.0,0.22068309783935547,1.8643109798431396,0.6444107883874736,0.0,9.0,0.0
Y,R,"[4, 8]",0.0,2.0,0.38855504989624023,1.6614561080932617,0.2894435965833934,0.0,10.0,0.0
,,"(6, 6)",,,,,,,,
Y,R,"[6, 7]",0.0,0.0,0.5306229591369629,3.7663631439208984,0.37231431039624363,1.0,11.0,0.0
B,L,"[6, 6]",0.0,0.0,0.26219987869262695,1.59055495262146,0.32964175732926093,1.0,12.0,0.0
Y,R,"[6, 7]",0.0,0.0,0.2253880500793457,1.8342339992523193,0.5968618177236351,1.0,13.0,0.0
G,D,"[7, 7]",0.0,0.0,0.1425471305847168,1.503859043121338,0.3509508187704392,1.0,14.0,0.0
B,L,"[7, 6]",0.0,0.0,0.2688770294189453,1.9436030387878418,0.6779471567243152,1.0,15.0,0.0
R,U,"[6, 6]",0.0,0.0,0.23646807670593262,1.688323974609375,0.4660286346367347,1.0,16.0,0.0
R,U,"[5, 6]",1.0,1.0,0.38744688034057617,1.832855224609375,0.4488171799776809,1.0,17.0,0.0
