button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n,trial_type
R,U,"[5, 6]",1.0,1.0,0.7875449657440186,2.2752010822296143,0.39271951346457545,0.0,1.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.21563386917114258,1.7454450130462646,0.43798015146206576,0.0,2.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.19627881050109863,1.6233408451080322,0.328076723267577,0.0,3.0,0.0
G,D,"[6, 8]",1.0,4.0,0.26894497871398926,1.9384839534759521,0.5831080768867871,0.0,4.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.35529088973999023,2.207280158996582,0.7401967217319774,0.0,5.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.4862351417541504,2.0315051078796387,0.4552892978662672,0.0,6.0,0.0
R,U,"[5, 10]",1.0,7.0,0.26196718215942383,2.0403809547424316,0.6789288202643096,0.0,7.0,0.0
R,U,"[4, 10]",1.0,8.0,0.17774486541748047,1.8369238376617432,0.5659588181380755,0.0,8.0,0.0
B,L,"[4, 9]",1.0,9.0,0.3758838176727295,2.2006049156188965,0.7163725691129813,0.0,9.0,0.0
R,U,"[3, 9]",1.0,10.0,0.33402204513549805,2.1365790367126465,0.702862185941182,0.0,10.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.556973934173584,4.552340984344482,0.45547838433045645,1.0,11.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.2957489490509033,1.652000904083252,0.2576741728087346,1.0,12.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.29775500297546387,2.0334341526031494,0.6408769543734667,1.0,13.0,0.0
G,D,"[6, 8]",1.0,4.0,0.20861315727233887,1.9432399272918701,0.6339757020562007,1.0,14.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.22040390968322754,2.0394790172576904,0.723357247778805,1.0,15.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.30338287353515625,2.132352113723755,0.7225290931382597,1.0,16.0,0.0
R,U,"[5, 10]",1.0,7.0,0.2592308521270752,1.6459848880767822,0.2856198189456999,1.0,17.0,0.0
R,U,"[4, 10]",1.0,8.0,0.33907294273376465,2.0920960903167725,0.6439885763450179,1.0,18.0,0.0
B,L,"[4, 9]",1.0,9.0,0.22395801544189453,1.8162651062011719,0.4937889745807067,1.0,19.0,0.0
R,U,"[3, 9]",1.0,10.0,0.2914011478424072,1.9247920513153076,0.5351731959287516,1.0,20.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.4323689937591553,3.485862970352173,0.40453529809768796,2.0,21.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.26576805114746094,1.923105001449585,0.5607014865397679,2.0,22.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.22413897514343262,1.6570711135864258,0.33467050381451624,2.0,23.0,0.0
G,D,"[6, 8]",1.0,4.0,0.28469300270080566,1.7197790145874023,0.3377440484758999,2.0,24.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.24823212623596191,1.6564838886260986,0.3109883811469262,2.0,25.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.2750887870788574,2.024671792984009,0.6520041629736248,2.0,26.0,0.0
R,U,"[5, 10]",1.0,7.0,0.33260202407836914,1.8205578327178955,0.38946752430198606,2.0,27.0,0.0
R,U,"[4, 10]",1.0,8.0,0.42326903343200684,1.9193999767303467,0.392224805032843,2.0,28.0,0.0
B,L,"[4, 9]",1.0,9.0,0.38576698303222656,1.8223819732666016,0.34793447492404667,2.0,29.0,0.0
R,U,"[3, 9]",1.0,10.0,0.2732369899749756,2.0372180938720703,0.6515911592512499,2.0,30.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.5419089794158936,5.612329006195068,0.43082836842477734,3.0,31.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.3004131317138672,1.9846460819244385,0.5819666630213722,3.0,32.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.32721900939941406,1.7527801990509033,0.3184393944273872,3.0,33.0,0.0
B,L,"[5, 7]",0.0,3.0,0.5344839096069336,2.3193459510803223,0.6873868770632403,3.0,34.0,0.0
Y,R,"[5, 8]",0.0,3.0,0.21216797828674316,2.014648914337158,0.7019664805914484,3.0,35.0,0.0
Y,R,"[5, 9]",0.0,3.0,0.2041170597076416,1.7073919773101807,0.40960284655446483,3.0,36.0,0.0
R,U,"[4, 9]",1.0,4.0,0.28413891792297363,1.657710075378418,0.2842410736391887,3.0,37.0,0.0
R,U,"[3, 9]",1.0,5.0,0.309873104095459,1.6970999240875244,0.2812807433333219,3.0,38.0,0.0
B,L,"[3, 8]",0.0,5.0,0.320803165435791,1.882154941558838,0.46324463768310914,3.0,39.0,0.0
R,U,"[2, 8]",0.0,5.0,0.19031000137329102,1.6454699039459229,0.35881267956929747,3.0,40.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.5352630615234375,4.043706893920898,0.6023573518194334,4.0,41.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.2711939811706543,2.0658700466156006,0.7014210912520515,4.0,42.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.2806107997894287,2.022331953048706,0.6405089116975604,4.0,43.0,0.0
G,D,"[6, 8]",1.0,4.0,0.3228738307952881,2.050952196121216,0.6248296753906163,4.0,44.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.32409191131591797,1.8180620670318604,0.39319791016218275,4.0,45.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.311431884765625,1.7090890407562256,0.30229760768529856,4.0,46.0,0.0
R,U,"[5, 10]",1.0,7.0,0.38274192810058594,1.8921630382537842,0.41099597404943045,4.0,47.0,0.0
