button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n,trial_type
Y,R,"[6, 7]",0.0,0.0,0.3578150272369385,1.633742094039917,0.2515641396872258,0.0,1.0,0.0
R,U,"[5, 7]",1.0,1.0,0.30484485626220703,2.0035300254821777,0.7046064898785795,0.0,2.0,0.0
Y,R,"[5, 8]",1.0,2.0,0.19488883018493652,1.4871749877929688,0.29210358827947014,0.0,3.0,0.0
Y,R,"[5, 9]",0.0,2.0,0.4976038932800293,2.071280002593994,0.5799217402329441,0.0,4.0,0.0
Y,R,"[5, 10]",1.0,3.0,0.4529449939727783,1.7169301509857178,0.2636044445949181,0.0,5.0,0.0
Y,R,"[5, 11]",0.0,3.0,0.5122630596160889,1.9446680545806885,0.42469163269588517,0.0,6.0,0.0
R,U,"[4, 11]",0.0,3.0,0.3251149654388428,1.636387825012207,0.3111991538813444,0.0,7.0,0.0
R,U,"[3, 11]",0.0,3.0,0.3698761463165283,1.8931939601898193,0.5374931372111469,0.0,8.0,0.0
R,U,"[2, 11]",0.0,3.0,0.2725210189819336,1.7931971549987793,0.5139867515900034,0.0,9.0,0.0
B,L,"[2, 10]",0.0,3.0,0.9310429096221924,2.5581181049346924,0.6219435575758376,0.0,10.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.7232160568237305,5.8687169551849365,0.7070506293694447,1.0,11.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.2058718204498291,1.895442008972168,0.6860863947547384,1.0,12.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.3118128776550293,1.7875239849090576,0.47351982495722245,1.0,13.0,0.0
G,D,"[6, 8]",1.0,4.0,0.5654611587524414,2.2923779487609863,0.7322484580505619,1.0,14.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.26146697998046875,1.7242858409881592,0.4568084995640819,1.0,15.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.39585208892822266,1.9896800518035889,0.5963134861943937,1.0,16.0,0.0
R,U,"[5, 10]",1.0,7.0,0.2790560722351074,1.7076969146728516,0.4207986435099282,1.0,17.0,0.0
R,U,"[4, 10]",1.0,8.0,0.33870506286621094,1.7583198547363281,0.4290100826158743,1.0,18.0,0.0
B,L,"[4, 9]",1.0,9.0,0.32012319564819336,1.6622810363769531,0.3413286677670166,1.0,19.0,0.0
R,U,"[3, 9]",1.0,10.0,0.42913293838500977,1.9970290660858154,0.5714510959645418,1.0,20.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.6937899589538574,5.617532968521118,0.47220794049407755,2.0,21.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.21433377265930176,1.7230260372161865,0.5118866845269174,2.0,22.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.33126115798950195,1.8210859298706055,0.4996244697874172,2.0,23.0,0.0
G,D,"[6, 8]",1.0,4.0,0.36634087562561035,2.082115888595581,0.7148263163463888,2.0,24.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.2460179328918457,1.5803780555725098,0.32886188123759624,2.0,25.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.3076779842376709,1.5921111106872559,0.27104598400793234,2.0,26.0,0.0
R,U,"[5, 10]",1.0,7.0,0.5583188533782959,2.2989559173583984,0.7365856248750777,2.0,27.0,0.0
R,U,"[4, 10]",1.0,8.0,0.1592409610748291,1.5175039768218994,0.35396811094438513,2.0,28.0,0.0
B,L,"[4, 9]",1.0,9.0,0.5076100826263428,1.9167430400848389,0.4038506293554807,2.0,29.0,0.0
R,U,"[3, 9]",1.0,10.0,0.40335702896118164,1.8745689392089844,0.47840279600376767,2.0,30.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.6556801795959473,3.998370885848999,0.6764228470535734,3.0,31.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.17522406578063965,1.7489509582519531,0.575539976291175,3.0,32.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.38144588470458984,1.6419661045074463,0.26765141245884955,3.0,33.0,0.0
G,D,"[6, 8]",1.0,4.0,0.5472409725189209,1.9321608543395996,0.38295454069896695,3.0,34.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.5078890323638916,2.075453042984009,0.5582925117658639,3.0,35.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.3031749725341797,1.8019731044769287,0.5102292617765506,3.0,36.0,0.0
R,U,"[5, 10]",1.0,7.0,0.4291558265686035,1.9603300094604492,0.5371127298860663,3.0,37.0,0.0
R,U,"[4, 10]",1.0,8.0,0.5684859752655029,1.9872581958770752,0.4245739613684221,3.0,38.0,0.0
B,L,"[4, 9]",1.0,9.0,0.4274730682373047,1.8438010215759277,0.4182751560938842,3.0,39.0,0.0
R,U,"[3, 9]",1.0,10.0,0.4400959014892578,1.962296962738037,0.5303266258567734,3.0,40.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.8854110240936279,3.14284086227417,0.4898884484241335,4.0,41.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.33319997787475586,1.854675054550171,0.5277542058071321,4.0,42.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.30041003227233887,1.8027050495147705,0.5137842534059969,4.0,43.0,0.0
G,D,"[6, 8]",1.0,4.0,0.24272894859313965,1.7349770069122314,0.48217207553096386,4.0,44.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.360065221786499,1.818882942199707,0.4510855922136986,4.0,45.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.258450984954834,1.7186400890350342,0.45286941708860584,4.0,46.0,0.0
R,U,"[5, 10]",-2.0,6.0,1.1487250328063965,2.8230080604553223,0.7089680855697713,4.0,47.0,0.0
R,U,"[4, 10]",1.0,7.0,0.31797099113464355,1.9124879837036133,0.6048095070574722,4.0,48.0,0.0
B,L,"[4, 9]",1.0,8.0,0.2523329257965088,1.686173915863037,0.44141178618567245,4.0,49.0,0.0
R,U,"[3, 9]",1.0,9.0,0.4009559154510498,2.0356621742248535,0.6431833121527475,4.0,50.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.4425201416015625,4.406524181365967,0.33330734667833745,5.0,51.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.35985589027404785,1.9893360137939453,0.6223285520856654,5.0,52.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.32460498809814453,1.9510581493377686,0.6233300330481735,5.0,53.0,0.0
G,D,"[6, 8]",1.0,4.0,0.26459598541259766,1.8211491107940674,0.5611571105207951,5.0,54.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.35892391204833984,1.6360969543457031,0.280840400395835,5.0,55.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.3561739921569824,1.758552074432373,0.38916424448297987,5.0,56.0,0.0
R,U,"[5, 10]",1.0,7.0,0.6859290599822998,1.936913013458252,0.25941145267894344,5.0,57.0,0.0
R,U,"[4, 10]",1.0,8.0,0.47759389877319336,1.7964348793029785,0.32255708301167413,5.0,58.0,0.0
B,L,"[4, 9]",1.0,9.0,0.49654293060302734,2.1334400177001953,0.639313874523944,5.0,59.0,0.0
R,U,"[3, 9]",1.0,10.0,0.2795701026916504,1.6729300022125244,0.3953474763488069,5.0,60.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.3517570495605469,5.332489013671875,0.6608724270082889,6.0,61.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.20409822463989258,1.8376810550689697,0.6484564746337709,6.0,62.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.4331209659576416,1.8614370822906494,0.42685035717439707,6.0,63.0,0.0
G,D,"[6, 8]",1.0,4.0,0.3862791061401367,1.8864729404449463,0.5131457826301087,6.0,64.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.4691309928894043,1.977674961090088,0.507444086224049,6.0,65.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.5294361114501953,1.9513640403747559,0.42552171355766427,6.0,66.0,0.0
R,U,"[5, 10]",1.0,7.0,0.4103579521179199,1.7329339981079102,0.325128643246041,6.0,67.0,0.0
R,U,"[4, 10]",1.0,8.0,0.3131229877471924,1.7626550197601318,0.4543419427192029,6.0,68.0,0.0
B,L,"[4, 9]",1.0,9.0,0.37942004203796387,2.120558977127075,0.741470032313537,6.0,69.0,0.0
R,U,"[3, 9]",1.0,10.0,0.2837350368499756,1.749150037765503,0.47401185908537014,6.0,70.0,0.0
,,"(6, 6)",,,,,,,,
Y,R,"[6, 7]",0.0,0.0,0.7339122295379639,4.2490551471710205,0.6559765894441315,7.0,71.0,0.0
Y,R,"[6, 8]",1.0,1.0,0.44667816162109375,1.8550879955291748,0.4112326125227058,7.0,72.0,0.0
Y,R,"[6, 9]",1.0,2.0,0.5387558937072754,1.8474478721618652,0.3255358371941534,7.0,73.0,0.0
G,D,"[7, 9]",0.0,2.0,0.48263096809387207,2.2053890228271484,0.7304799758340028,7.0,74.0,0.0
Y,R,"[7, 10]",0.0,2.0,0.18602299690246582,1.4603221416473389,0.2745329417942007,7.0,75.0,0.0
Y,R,"[7, 11]",0.0,2.0,0.38707590103149414,1.9641048908233643,0.5882585262393574,7.0,76.0,0.0
R,U,"[6, 11]",0.0,2.0,0.8534951210021973,2.2241718769073486,0.37928644061805594,7.0,77.0,0.0
B,L,"[6, 10]",1.0,3.0,0.46396613121032715,1.7869060039520264,0.31627688211405813,7.0,78.0,0.0
R,U,"[5, 10]",1.0,4.0,0.5479509830474854,1.8513069152832031,0.3007974171250216,7.0,79.0,0.0
R,U,"[4, 10]",1.0,5.0,0.31455302238464355,1.6591968536376953,0.34333945405473004,7.0,80.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.4645090103149414,4.48063588142395,0.6568655042842654,8.0,81.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.2731509208679199,1.5438830852508545,0.2677225126287241,8.0,82.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.41545796394348145,1.7028911113739014,0.287289726291701,8.0,83.0,0.0
G,D,"[6, 8]",1.0,4.0,0.5231518745422363,2.1547820568084717,0.6415821277859595,8.0,84.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.2351529598236084,1.8922131061553955,0.6669582918716186,8.0,85.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.19313907623291016,1.6113879680633545,0.41195138522112046,8.0,86.0,0.0
R,U,"[5, 10]",1.0,7.0,0.5187668800354004,2.010213851928711,0.5054348165735916,8.0,87.0,0.0
R,U,"[4, 10]",1.0,8.0,0.28847408294677734,1.5378530025482178,0.2600447733456882,8.0,88.0,0.0
B,L,"[4, 9]",1.0,9.0,0.5100781917572021,2.069591999053955,0.5626512749762593,8.0,89.0,0.0
R,U,"[3, 9]",1.0,10.0,0.17978787422180176,1.5873501300811768,0.40023847795910816,8.0,90.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.3881540298461914,4.142090082168579,0.6085452110545455,9.0,91.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.20355606079101562,1.8168821334838867,0.6254995337653022,9.0,92.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.3163421154022217,1.7495970726013184,0.4419036254025186,9.0,93.0,0.0
G,D,"[6, 8]",1.0,4.0,0.1782999038696289,1.8175079822540283,0.6423758711641788,9.0,94.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.15666818618774414,1.494426965713501,0.33720069015022985,9.0,95.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.30173707008361816,1.8840742111206055,0.5880101095944967,9.0,96.0,0.0
R,U,"[5, 10]",1.0,7.0,0.3133108615875244,1.8294169902801514,0.5170227846843867,9.0,97.0,0.0
R,U,"[4, 10]",1.0,8.0,0.16094589233398438,1.4634599685668945,0.2973937310688373,9.0,98.0,0.0
B,L,"[4, 9]",1.0,9.0,0.45026493072509766,1.8711280822753906,0.4184482181275622,9.0,99.0,0.0
R,U,"[3, 9]",1.0,10.0,0.2257080078125,1.5209381580352783,0.28934032471815235,9.0,100.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.27193593978881836,3.7038180828094482,0.5428082103321825,10.0,101.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.3069179058074951,1.8290321826934814,0.5218776254411023,10.0,102.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.2096090316772461,1.863192081451416,0.6516393365107326,10.0,103.0,0.0
G,D,"[6, 8]",1.0,4.0,0.20792412757873535,1.5675899982452393,0.35278103895993157,10.0,104.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.2273881435394287,1.4965269565582275,0.26603422585525316,10.0,105.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.29223108291625977,1.738976001739502,0.438160807921772,10.0,106.0,0.0
R,U,"[5, 10]",1.0,7.0,0.443497896194458,1.9646449089050293,0.5193503216043414,10.0,107.0,0.0
R,U,"[4, 10]",1.0,8.0,0.1802668571472168,1.6326940059661865,0.45202075708971007,10.0,108.0,0.0
B,L,"[4, 9]",1.0,9.0,0.3570277690887451,1.8962209224700928,0.5314605763394435,10.0,109.0,0.0
R,U,"[3, 9]",1.0,10.0,0.29291510581970215,1.5953419208526611,0.293649399741521,10.0,110.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.28868889808654785,3.6096088886260986,0.26977969035672056,11.0,111.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.3988471031188965,1.9861550331115723,0.588930149283844,11.0,112.0,0.0
R,U,"[4, 7]",0.0,2.0,0.3574800491333008,1.7733099460601807,0.41244345950667993,11.0,113.0,0.0
G,D,"[5, 7]",0.0,2.0,0.9751091003417969,2.3579061031341553,0.3704909731919231,11.0,114.0,0.0
G,D,"[6, 7]",0.0,2.0,0.8102591037750244,2.412055015563965,0.5987796688425219,11.0,115.0,0.0
Y,R,"[6, 8]",1.0,3.0,0.19742488861083984,1.930326223373413,0.729014905389159,11.0,116.0,0.0
R,U,"[5, 8]",1.0,4.0,0.22606897354125977,1.9334709644317627,0.6958167657408219,11.0,117.0,0.0
R,U,"[4, 8]",0.0,4.0,0.179779052734375,1.841594934463501,0.6539778756137399,11.0,118.0,0.0
B,L,"[4, 7]",0.0,4.0,0.31259679794311523,2.0196521282196045,0.7068054108976711,11.0,119.0,0.0
R,U,"[3, 7]",0.0,4.0,0.27968883514404297,1.9912760257720947,0.7148152605260354,11.0,120.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.25830602645874023,6.914763927459717,0.6628228525105329,12.0,121.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.2559239864349365,1.9251561164855957,0.6712024819713369,12.0,122.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.21800017356872559,1.7981631755828857,0.5861170457767227,12.0,123.0,0.0
G,D,"[6, 8]",1.0,4.0,0.28870391845703125,1.832719087600708,0.5354909252052621,12.0,124.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.26395702362060547,1.861847162246704,0.5972431167199286,12.0,125.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.22829914093017578,1.5030789375305176,0.2673432616180945,12.0,126.0,0.0
R,U,"[5, 10]",1.0,7.0,0.5193588733673096,2.134026050567627,0.617809100716708,12.0,127.0,0.0
R,U,"[4, 10]",1.0,8.0,0.20488905906677246,1.5044119358062744,0.3054978539669131,12.0,128.0,0.0
B,L,"[4, 9]",1.0,9.0,0.6579029560089111,2.097559928894043,0.4363053315199661,12.0,129.0,0.0
R,U,"[3, 9]",1.0,10.0,0.264833927154541,1.834359884262085,0.5704538569494343,12.0,130.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.6965270042419434,3.0635101795196533,0.5339798498437778,13.0,131.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.2738521099090576,1.845548152923584,0.5628224117386031,13.0,132.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.42787885665893555,1.8658161163330078,0.42858531522016163,13.0,133.0,0.0
G,D,"[6, 8]",1.0,4.0,0.31941795349121094,1.87813401222229,0.573302059599055,13.0,134.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.2134401798248291,1.7130799293518066,0.5030723664638101,13.0,135.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.26781702041625977,1.7417008876800537,0.4780446028566049,13.0,136.0,0.0
R,U,"[5, 10]",1.0,7.0,0.3085958957672119,2.023869037628174,0.7183440338382947,13.0,137.0,0.0
R,U,"[4, 10]",1.0,8.0,0.1635739803314209,1.8201079368591309,0.6551531446534189,13.0,138.0,0.0
B,L,"[4, 9]",1.0,9.0,0.21848797798156738,1.7226288318634033,0.5112216341148994,13.0,139.0,0.0
R,U,"[3, 9]",1.0,10.0,0.18475699424743652,1.840080976486206,0.6677767798560859,13.0,140.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.6984288692474365,5.184051990509033,0.6184523747112347,14.0,141.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.16337013244628906,1.72285795211792,0.5578959239047001,14.0,142.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.21972417831420898,1.5819118022918701,0.37333145745870194,14.0,143.0,0.0
G,D,"[6, 8]",1.0,4.0,0.37937402725219727,1.9856960773468018,0.6087857905134346,14.0,144.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.1959829330444336,1.8701491355895996,0.6787258476631515,14.0,145.0,0.0
Y,R,"[6, 10]",-1.0,5.0,0.09461307525634766,5.9326090812683105,0.7445376886802417,14.0,146.0,0.0
R,U,"[5, 10]",1.0,6.0,0.3132448196411133,1.6068451404571533,0.30181369185808055,14.0,147.0,0.0
R,U,"[4, 10]",1.0,7.0,0.29931092262268066,1.6918010711669922,0.39352240407136596,14.0,148.0,0.0
B,L,"[4, 9]",1.0,8.0,0.5559499263763428,1.964691162109375,0.4080899235732476,14.0,149.0,0.0
R,U,"[3, 9]",1.0,9.0,0.5383899211883545,2.260798931121826,0.7184822697795004,14.0,150.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.38436007499694824,6.146651029586792,0.6817282509132474,15.0,151.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.18156814575195312,1.4799442291259766,0.29533666036401157,15.0,152.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.44692111015319824,1.9087638854980469,0.47063756617519675,15.0,153.0,0.0
G,D,"[6, 8]",1.0,4.0,0.2811551094055176,1.8783280849456787,0.5988224188011214,15.0,154.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.2138350009918213,1.5242860317230225,0.3066558123904775,15.0,155.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.3751649856567383,1.6948089599609375,0.31824083541467285,15.0,156.0,0.0
R,U,"[5, 10]",1.0,7.0,0.5304620265960693,1.800680160522461,0.2688047798291467,15.0,157.0,0.0
R,U,"[4, 10]",1.0,8.0,0.5223751068115234,2.1650209426879883,0.6500736506645615,15.0,158.0,0.0
B,L,"[4, 9]",1.0,9.0,0.2294468879699707,1.6986420154571533,0.46551659006060647,15.0,159.0,0.0
R,U,"[3, 9]",1.0,10.0,0.2394559383392334,1.731442928314209,0.4802050410787735,15.0,160.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.36293888092041016,3.024182081222534,0.42107526086260566,16.0,161.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.20159482955932617,1.668651819229126,0.4729488319759744,16.0,162.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.24068999290466309,1.747225046157837,0.5033245049428277,16.0,163.0,0.0
G,D,"[6, 8]",1.0,4.0,0.33875203132629395,1.591031789779663,0.2612538201363849,16.0,164.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.46036720275878906,1.909837007522583,0.45433396324703057,16.0,165.0,0.0
