button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n,trial_type
Y,R,"[6, 7]",-2.0,0.0,1.280668020248413,2.9114930629730225,0.6454728455260534,0.0,1.0,0.0
Y,R,"[6, 8]",1.0,1.0,0.2569918632507324,1.9026198387145996,0.6315162056629697,0.0,2.0,0.0
R,U,"[5, 8]",1.0,2.0,0.2349560260772705,1.6213600635528564,0.3865078250404688,0.0,3.0,0.0
B,L,"[5, 7]",1.0,3.0,0.35425496101379395,1.6009490489959717,0.25409662733434024,0.0,4.0,0.0
G,D,"[6, 7]",0.0,3.0,0.33040404319763184,1.6270411014556885,0.2977016598919653,0.0,5.0,0.0
Y,R,"[6, 8]",0.0,3.0,0.2618558406829834,1.932542085647583,0.6633503220018007,0.0,6.0,0.0
R,U,"[5, 8]",0.0,3.0,0.19556498527526855,1.661048173904419,0.45786510977996714,0.0,7.0,0.0
G,D,"[6, 8]",0.0,3.0,0.2344980239868164,1.5374839305877686,0.3121852042904062,0.0,8.0,0.0
B,L,"[6, 7]",0.0,3.0,0.24982404708862305,1.9185729026794434,0.680375013531058,0.0,9.0,0.0
R,U,"[5, 7]",0.0,3.0,0.1803898811340332,1.6555659770965576,0.4694219473137319,0.0,10.0,0.0
,,"(6, 6)",,,,,,,,
B,L,"[6, 5]",0.0,0.0,0.3367650508880615,3.620220184326172,0.6060237531108812,1.0,11.0,0.0
R,U,"[5, 5]",0.0,0.0,0.18516302108764648,1.6831519603729248,0.5059289274064999,1.0,12.0,0.0
Y,R,"[5, 6]",1.0,1.0,0.20308899879455566,1.7574431896209717,0.5632440975145812,1.0,13.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.18639707565307617,1.821012020111084,0.6343381719517334,1.0,14.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.19146084785461426,1.928750991821289,0.7294847107529676,1.0,15.0,0.0
Y,R,"[5, 9]",-1.0,3.0,0.09914398193359375,5.810838937759399,0.6238128706073274,1.0,16.0,0.0
Y,R,"[5, 10]",1.0,4.0,0.31617093086242676,1.9076709747314453,0.5981342607803792,1.0,17.0,0.0
Y,R,"[5, 11]",0.0,4.0,0.24649500846862793,1.5170409679412842,0.265415578290611,1.0,18.0,0.0
B,L,"[5, 10]",0.0,4.0,0.36772799491882324,1.8582818508148193,0.49017336807413653,1.0,19.0,0.0
G,D,"[6, 10]",1.0,5.0,0.2757720947265625,1.7588379383087158,0.4823245680258681,1.0,20.0,0.0
,,"(6, 6)",,,,,,,,
G,D,"[7, 6]",0.0,0.0,0.44008588790893555,3.3873260021209717,0.5694556704299074,2.0,21.0,0.0
R,U,"[6, 6]",0.0,0.0,0.31378602981567383,1.9890499114990234,0.6751684110044913,2.0,22.0,0.0
B,L,"[6, 5]",0.0,0.0,0.2893087863922119,1.6388838291168213,0.3476276828593725,2.0,23.0,0.0
Y,R,"[6, 6]",0.0,0.0,0.3502540588378906,1.915276050567627,0.5626788041892576,2.0,24.0,0.0
R,U,"[5, 6]",1.0,1.0,0.26563405990600586,1.8052639961242676,0.5346406630775846,2.0,25.0,0.0
R,U,"[4, 6]",0.0,1.0,0.23965787887573242,1.9973618984222412,0.7484243519188996,2.0,26.0,0.0
R,U,"[3, 6]",0.0,1.0,0.23265600204467773,1.8847308158874512,0.6498634404359285,2.0,27.0,0.0
G,D,"[4, 6]",0.0,1.0,0.2332298755645752,1.569962978363037,0.3367782913033749,2.0,28.0,0.0
B,L,"[4, 5]",0.0,1.0,0.3785381317138672,1.6563270092010498,0.27648070138283737,2.0,29.0,0.0
G,D,"[5, 5]",0.0,1.0,0.36156320571899414,1.9659059047698975,0.6091067735478564,2.0,30.0,0.0
,,"(6, 6)",,,,,,,,
Y,R,"[6, 7]",0.0,0.0,0.2767751216888428,3.133112907409668,0.4585438333954529,3.0,31.0,0.0
R,U,"[5, 7]",1.0,1.0,0.5815780162811279,1.8877379894256592,0.3129958834813603,3.0,32.0,0.0
R,U,"[4, 7]",0.0,1.0,0.34250307083129883,1.8411059379577637,0.48726713337461314,3.0,33.0,0.0
R,U,"[3, 7]",0.0,1.0,0.2561628818511963,1.9037270545959473,0.6407845647901471,3.0,34.0,0.0
G,D,"[4, 7]",0.0,1.0,0.19419097900390625,1.6187729835510254,0.4265129759067093,3.0,35.0,0.0
B,L,"[4, 6]",0.0,1.0,0.33349084854125977,1.6985609531402588,0.37510558395694116,3.0,36.0,0.0
Y,R,"[4, 7]",0.0,1.0,0.2745051383972168,1.606058120727539,0.33120876853527614,3.0,37.0,0.0
R,U,"[3, 7]",0.0,1.0,0.31288886070251465,1.9168031215667725,0.597709766165633,3.0,38.0,0.0
G,D,"[4, 7]",0.0,1.0,0.18611693382263184,1.8202390670776367,0.6344427312124463,3.0,39.0,0.0
B,L,"[4, 6]",0.0,1.0,0.22966885566711426,1.8271839618682861,0.5950969056377431,3.0,40.0,0.0
,,"(6, 6)",,,,,,,,
Y,R,"[6, 7]",0.0,0.0,0.4175069332122803,3.4046030044555664,0.6828606728909477,4.0,41.0,0.0
G,D,"[7, 7]",0.0,0.0,0.24614405632019043,1.719994068145752,0.46971829488000966,4.0,42.0,0.0
Y,R,"[7, 8]",-2.0,0.0,1.5963749885559082,3.3002800941467285,0.7362170561936034,4.0,43.0,0.0
Y,R,"[7, 9]",0.0,0.0,0.3894929885864258,2.0978310108184814,0.7174982219165986,4.0,44.0,0.0
B,L,"[7, 8]",0.0,0.0,0.24431490898132324,1.874722957611084,0.6255004992542598,4.0,45.0,0.0
G,D,"[8, 8]",0.0,0.0,0.21182608604431152,1.6892101764678955,0.4815954762035573,4.0,46.0,0.0
R,U,"[7, 8]",0.0,0.0,0.24461007118225098,1.9132249355316162,0.6612624050228713,4.0,47.0,0.0
B,L,"[7, 7]",0.0,0.0,0.19864606857299805,1.5148069858551025,0.32641574294341796,4.0,48.0,0.0
G,D,"[8, 7]",0.0,0.0,0.3009810447692871,1.8176491260528564,0.5270933726137618,4.0,49.0,0.0
Y,R,"[8, 8]",0.0,0.0,0.16935300827026367,1.892336130142212,0.735854880301964,4.0,50.0,0.0
,,"(6, 6)",,,,,,,,
G,D,"[7, 6]",0.0,0.0,0.2712700366973877,3.1408729553222656,0.6934525971626855,5.0,51.0,0.0
R,U,"[6, 6]",0.0,0.0,0.20490288734436035,1.5068578720092773,0.31734364486261485,5.0,52.0,0.0
B,L,"[6, 5]",0.0,0.0,0.2502479553222656,1.9111738204956055,0.6614476724664433,5.0,53.0,0.0
Y,R,"[6, 6]",0.0,0.0,0.17044782638549805,1.7306649684906006,0.5755361709938354,5.0,54.0,0.0
G,D,"[7, 6]",0.0,0.0,0.2448868751525879,1.6297948360443115,0.38875283544500816,5.0,55.0,0.0
R,U,"[6, 6]",0.0,0.0,0.3186361789703369,1.7179667949676514,0.40682488694711105,5.0,56.0,0.0
B,L,"[6, 5]",0.0,0.0,0.25515007972717285,1.9037799835205078,0.6602678107191867,5.0,57.0,0.0
Y,R,"[6, 6]",0.0,0.0,0.32480311393737793,1.5873548984527588,0.26454224302259965,5.0,58.0,0.0
R,U,"[5, 6]",1.0,1.0,0.2728588581085205,1.6889421939849854,0.40342776322308066,5.0,59.0,0.0
R,U,"[4, 6]",0.0,1.0,0.23087787628173828,1.7280781269073486,0.4980179528253616,5.0,60.0,0.0
