button_choice,action_choice,coordinate_choice,reward,cumulative_reward,rt,total_trial_time,iti,block_n,trial_n,trial_type
R,U,"[5, 6]",1.0,1.0,0.6583290100097656,2.0543389320373535,0.37207078679524064,0.0,1.0,0.0
R,U,"[4, 6]",0.0,1.0,0.6722021102905273,2.204496145248413,0.543270978161398,0.0,2.0,0.0
Y,R,"[4, 7]",0.0,1.0,0.3054790496826172,1.6853969097137451,0.3785832767675406,0.0,3.0,0.0
Y,R,"[4, 8]",0.0,1.0,0.325268030166626,1.8882310390472412,0.5834136494688542,0.0,4.0,0.0
B,L,"[4, 7]",-1.0,1.0,0.018618106842041016,5.821080207824707,0.7373489195899945,0.0,5.0,0.0
Y,R,"[4, 8]",0.0,1.0,0.41138386726379395,2.1149699687957764,0.7024247279125306,0.0,6.0,0.0
Y,R,"[4, 9]",1.0,2.0,0.3433370590209961,1.9149560928344727,0.5675033625355729,0.0,7.0,0.0
Y,R,"[4, 10]",1.0,3.0,0.311229944229126,1.9336090087890625,0.6176005474428823,0.0,8.0,0.0
Y,R,"[4, 11]",0.0,3.0,0.4679720401763916,2.0899879932403564,0.6242587146334337,0.0,9.0,0.0
B,L,"[4, 10]",0.0,3.0,0.21237707138061523,1.7254910469055176,0.5165007969091469,0.0,10.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.6378848552703857,6.8388991355896,0.3888593337425369,1.0,11.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.3218839168548584,1.9531729221343994,0.6250392859555418,1.0,12.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.24461007118225098,1.7832050323486328,0.5415815620565023,1.0,13.0,0.0
G,D,"[6, 8]",1.0,4.0,0.2482438087463379,1.6483030319213867,0.4066878862823302,1.0,14.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.24323105812072754,1.7917349338531494,0.5482421650052979,1.0,15.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.2922699451446533,1.8742828369140625,0.5724781600570783,1.0,16.0,0.0
R,U,"[5, 10]",1.0,7.0,0.328571081161499,2.004150867462158,0.6764676770947554,1.0,17.0,0.0
R,U,"[4, 10]",1.0,8.0,0.21378803253173828,1.6546640396118164,0.4479778683351005,1.0,18.0,0.0
B,L,"[4, 9]",1.0,9.0,0.2719309329986572,1.9692111015319824,0.6836998681270626,1.0,19.0,0.0
R,U,"[3, 9]",1.0,10.0,0.21843600273132324,1.6517260074615479,0.4355250452475373,1.0,20.0,0.0
,,"(6, 6)",,,,,,,,
R,U,"[5, 6]",1.0,1.0,0.4336831569671631,2.4214110374450684,0.4403134422718579,2.0,21.0,0.0
Y,R,"[5, 7]",1.0,2.0,0.32450389862060547,1.9188950061798096,0.5922599569365551,2.0,22.0,0.0
Y,R,"[5, 8]",1.0,3.0,0.3138411045074463,1.726125955581665,0.41860032746252646,2.0,23.0,0.0
G,D,"[6, 8]",1.0,4.0,0.2916131019592285,1.710522174835205,0.41250429750034023,2.0,24.0,0.0
Y,R,"[6, 9]",1.0,5.0,0.2608189582824707,1.851628065109253,0.5805803387465642,2.0,25.0,0.0
Y,R,"[6, 10]",1.0,6.0,0.23482799530029297,1.7500898838043213,0.5140303778783228,2.0,26.0,0.0
R,U,"[5, 10]",1.0,7.0,0.33080291748046875,2.0202441215515137,0.6840095250248935,2.0,27.0,0.0
R,U,"[4, 10]",1.0,8.0,0.18110990524291992,1.5282268524169922,0.3459593835933294,2.0,28.0,0.0
B,L,"[4, 9]",1.0,9.0,0.2980520725250244,1.919658899307251,0.6151844937919864,2.0,29.0,0.0
